strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
USA/GA-CDC-5117/2020	EPI_ISL_566099	MW053311.1	GA Department of Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Jing Zhang et al B
USA/GA-EHC-483Q/2020	EPI_ISL_1278077		Emory Molecular Diagnostics Laboratory, Emory Healthcare	Piantadosi Lab, Emory Department of Pathology	Ahmed Babiker et al
Canada/ON-OICR-SLB2788/2020	EPI_ISL_538322		Kingston Health Sciences Centre / Queen's University	Ontario Institute for Cancer Research	Prameet M. Sheth et al
Peru/LIM-INS-017/2020	EPI_ISL_490316		Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud Perú	Laboratorio de Referencia Nacional de Biotecnología y Biología Molecular. Instituto Nacional de Salud Perú	Carlos Padilla Rojas et al
USA/KY-KSPHL-100031/2020	EPI_ISL_966366		Kentucky State Public Health Lab	Kentucky State Public Health Lab	Stephanie Lunn et al
Colombia/GVI-153306/2020	EPI_ISL_941943		Instituto Nacional de Salud, Bogotá, Colombia	Centro de Investigaciones en Microbiología y Biotecnología-UR (CIMBIUR), Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia Instituto Nacional de Salud, Bogotá, Colombia Icahn School of Medicine at Mount Sinai, New York, USA	Luz Helena Patiño et al
Colombia/GVI-111556/2020	EPI_ISL_941985		Instituto Nacional de Salud, Bogotá, Colombia	Centro de Investigaciones en Microbiología y Biotecnología-UR (CIMBIUR), Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia Instituto Nacional de Salud, Bogotá, Colombia Icahn School of Medicine at Mount Sinai, New York, USA	Luz Helena Patiño et al
Colombia/CES-INS-89781/2020	EPI_ISL_498160		Instituto Nacional de Salud, Bogotá, Colombia	Instituto Nacional de Salud, Bogotá, Colombia	Katherine Laiton-Donato et al A
Israel/2047772/2020	EPI_ISL_447385		Clinical Microbiology Laboratory, The Baruch Padeh Medical Center, Poriya	Stern Lab	Stern Lab et al A (https://dx.doi.org/10.1101/2020.05.21.20104521)
Russia/CRIE4907775/2020	EPI_ISL_610227		Molecular diagnostic laboratory of Federal Budget Institution of Science "Central Research Institute of Epidemiology" of The Federal Service on Customers' Rights Protection and Human Well-being Surveillance	Group of Genomics and Postgenomic Technologies of Central Research Institute of Epidemilology	Samoilov AE et al
Malaysia/IMR_WC94764/2020	EPI_ISL_490103		Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J et al
Colombia/DC-CIMBIUR-D30/2020	EPI_ISL_1040924		Grupo de Investigación en Enfermedades Tropicales del Ejército (GINETEJ), Laboratorio de Referencia e Investigación, Dirección de Sanidad Ejército, Bogotá, Colombia	Centro de Investigaciones en Microbiología y Biotecnología-UR (CIMBIUR), Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia	Juan David Ramírez et al B
USA/WY-UNM-WY00313/2020	EPI_ISL_1627112		Wyoming Public Health Laboratory	Center for Global Health, University of New Mexico Health Sciences Center	Daryl Domman et al
USA/SC-MCRDPI_20_2086-T42/2020	EPI_ISL_2894831		Naval Medical Research Center Biological Defense Research Directorate	van Bakel Laboratory, Genetics and Genomics Sciences, Icahn School of Medicine at Mount Sinai	Rhonda A. Lizewski et al
Australia/WA217/2020	EPI_ISL_596780		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Colombia/GVI-160127/2020	EPI_ISL_941991		Instituto Nacional de Salud, Bogotá, Colombia	Centro de Investigaciones en Microbiología y Biotecnología-UR (CIMBIUR), Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia Instituto Nacional de Salud, Bogotá, Colombia Icahn School of Medicine at Mount Sinai, New York, USA	Luz Helena Patiño et al
Colombia/GVI-160129/2020	EPI_ISL_941992		Instituto Nacional de Salud, Bogotá, Colombia	Centro de Investigaciones en Microbiología y Biotecnología-UR (CIMBIUR), Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia Instituto Nacional de Salud, Bogotá, Colombia Icahn School of Medicine at Mount Sinai, New York, USA	Luz Helena Patiño et al
Mexico/AGU-InDRE-IBT-45/2020	EPI_ISL_1301684		Instituto de Diagnostico y Referencia Epidemiologicos InDRE_RNLSP	Instituto de Biotecnología de la UNAM	Authors from IBT et al
UnitedArabEmirates/3667/2020	EPI_ISL_859804		BTC, Khalifa University	BTC, Khalifa University	Al Safar et al
Belarus/ChVir21898/2020	EPI_ISL_860801		WHO/Minsk	Charité Universitätsmedizin Berlin, Institut für Virologie	Victor M Corman et al A
Belarus/ChVir21897/2020	EPI_ISL_860799		WHO/Minsk	Charité Universitätsmedizin Berlin, Institut für Virologie	Victor M Corman et al A
Guyana/50822/2021	EPI_ISL_2225271		Caribbean Public Health Agency	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
Guyana/50822/2020	EPI_ISL_2500850		The Caribbean Public Health Agency	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/37679/2020	EPI_ISL_1490228		The Caribbean Public Health Agency	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/TT7867/2020	EPI_ISL_717696		Trinidad Public Health Laboratory	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/TT9467/2020	EPI_ISL_717698		Trinidad Public Health Laboratory	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/TT2238/2020	EPI_ISL_717695		Trinidad Public Health Laboratory	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/TT1327/2020	EPI_ISL_717694		Trinidad Public Health Laboratory	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/TT7923/2020	EPI_ISL_717700		Trinidad Public Health Laboratory	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/TT3347/2020	EPI_ISL_717699		Trinidad Public Health Laboratory	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/TT6949/2020	EPI_ISL_717692		Trinidad Public Health Laboratory	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/TT4707/2020	EPI_ISL_717697		Trinidad Public Health Laboratory	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/TT6851/2020	EPI_ISL_756363		Trinidad Public Health Laboratory	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/TT44092/2020	EPI_ISL_756357		The Caribbean Public Health Agency	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/TT44048/2020	EPI_ISL_756311		The Caribbean Public Health Agency	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/0895/2020	EPI_ISL_2230681		Trinidad Public Health Laboratory	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/0825/2020	EPI_ISL_2230679		Trinidad Public Health Laboratory	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/0925/2020	EPI_ISL_2230680		Trinidad Public Health Laboratory	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/TT2158/2020	EPI_ISL_756362		Trinidad Public Health Laboratory	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/39213/2020	EPI_ISL_1490226		The Caribbean Public Health Agency	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/0876/2020	EPI_ISL_2230685		Trinidad Public Health Laboratory	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/1116/2020	EPI_ISL_2230686		Trinidad Public Health Laboratory	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/0845/2020	EPI_ISL_2230683		Trinidad Public Health Laboratory	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/0897/2020	EPI_ISL_2230682		Trinidad Public Health Laboratory	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
TrinidadandTobago/0840/2020	EPI_ISL_2230684		Trinidad Public Health Laboratory	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
SaudiArabia/492/2020	EPI_ISL_489997	MT755884.1	King Fahad Medical City	King Fahad Medical City	Alosaimi et al
SaudiArabia/553/2020	EPI_ISL_490002	MT755889.1	King Fahad Medical City	King Fahad Medical City	Alosaimi et al
Turkey/HSGM-5769/2020	EPI_ISL_428717		Ministry of Health Turkey	Ministry of Health Turkey	Fatma Bayrakdar et al B (https://dx.doi.org/10.1101/2020.05.15.095794)
Australia/WA64/2020	EPI_ISL_512717		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
SaudiArabia/640/2020	EPI_ISL_490009	MT755896.1	King Fahad Medical City	King Fahad Medical City	Alosaimi et al
SaudiArabia/677/2020	EPI_ISL_490012	MT755899.1	King Fahad Medical City	King Fahad Medical City	Alosaimi et al
SaudiArabia/523/2020	EPI_ISL_490000	MT755887.1	King Fahad Medical City	King Fahad Medical City	Alosaimi et al
Indonesia/SU-USU-02NT/2020	EPI_ISL_1335896		Columbia Asia Hospital Medan	Faculty of Medicine, Universitas Sumatera Utara; Institute of Tropical Disease, Universitas Airlangga	Aldise M Nastri et al
Indonesia/LA-NIHRD-PME8719/2020	EPI_ISL_775594		Balitvet Lampung	National Institute of Health Research and Development	Nugraha et al
Singapore/1491/2020	EPI_ISL_754100		National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
Singapore/1494/2020	EPI_ISL_754103		National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
Indonesia/JK-NIHRD-MI2101783/2021	EPI_ISL_1169059		National Institute of Health Research and Development	National Institute of Health Research and Development	Hartanti Dian Ikawati et al
Indonesia/SB-52-FKUA/2021	EPI_ISL_1533049		Diagnostic and Research Center of Infectious Diseases, Medical Faculty, Andalas University	Diagnostic and Research Center of Infectious Diseases, Medical Faculty, Andalas University	Andani Eka Putra et al
SaudiArabia/562/2020	EPI_ISL_490003	MT755890.1	King Fahad Medical City	King Fahad Medical City	Alosaimi et al
SaudiArabia/578/2020	EPI_ISL_490004	MT755891.1	King Fahad Medical City	King Fahad Medical City	Alosaimi et al
Iran/Tehran-03/2020	EPI_ISL_862080		National Influenza Center, Virology Department	National Influenza Center	J Yavarian et al
SaudiArabia/KAUST-Makkah236/2020	EPI_ISL_437731		Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Sharif Hala et al
NewZealand/20CV0223/2020	EPI_ISL_548117		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Pakistan/NIH-64/2020	EPI_ISL_1385796		Department of Virology	Department of Virology	Massab Umair et al
India/DL-NCDC-01711/2020	EPI_ISL_435066		National Centre for Disease control (NCDC), CSIR-Institute of Genomics and Integrative Biology (CSIR-IGIB)	NCDC/CSIR-IGIB	Pramod Kumar et al (https://dx.doi.org/10.1101/2020.06.04.128751)
SaudiArabia/KAUST-MADINAH975/2020	EPI_ISL_513213		Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Raeece Naeem et al
India/GJ-GBRC17b/2020	EPI_ISL_437446		B.J. Medical College and Civil hospital	Gujarat Biotechnology Research Centre	Binita Aring et al (https://www.biorxiv.org/content/10.1101/2020.05.28.122143v1)
Bangladesh/DNAS_DRICM_isl_SIBL_12/2020	EPI_ISL_774979	MT818590.1	Designated Reference Institute for Chemical Measurements (DRICM)	DNA SOLUTION LTD.	Md. Imran Khan et al A
India/OR-ILSCV29962/2020	EPI_ISL_481135		Immunogenomics lab, Institute of Life Sciences, Bhubaneswar	Immunogenomics lab, Institute of Life Sciences, Bhubaneswar	Sunil Raghav et al
Bangladesh/NGRI-R3-16/2020	EPI_ISL_1626501		NSTU COVID-19 Diagnostic Center	NSU Genome Research Institute (NGRI)	Maqsud Hossain et al
Morocco/FMP-61/2020	EPI_ISL_775263		Laboratoire Biolife	Laboratoire de Biotechnologie	Mouna Ouadghiri et al
NewZealand/20CV0506/2020	EPI_ISL_622792		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0531/2020	EPI_ISL_637086		Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0527/2020	EPI_ISL_637085		Wellington SCL (WN)	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0563/2020	EPI_ISL_649125		Wellington SCL (WN)	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0556/2020	EPI_ISL_649123		Wellington SCL (WN)	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Slovenia/68946/2020	EPI_ISL_2644211		Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana	Alen Suljič et al
India/GJ-GBRC343b/2020	EPI_ISL_514585		B.J. Medical College and Civil hospital, Ahmedabad	Gujarat Biotechnology Research Centre	Komal Patel et al
Pakistan/NIH-24/2020	EPI_ISL_1710244		Department of Virology	Department of Virology	Massab Umair et al
Canada/ON-S1530/2020	EPI_ISL_586365		Toronto Invasive Bacterial Diseases Network	McMaster University	Allison McGeer et al
Canada/ON-S1479/2020	EPI_ISL_591114		Toronto Invasive Bacterial Diseases Network	McMaster University	Allison McGeer et al
Canada/ON-SB-09/2020	EPI_ISL_755748		Toronto Invasive Bacterial Diseases Network	McMaster University	Allison McGeer et al
Canada/ON-SB-03/2020	EPI_ISL_1739605		Ontario's COVID-19 Genomics Rapid Response Coalition	McMaster University	Allison McGeer et al
Cyprus/Cy038919/2020	EPI_ISL_1164629		Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Jan Richter et al
Finland/26LS3DF11/2020	EPI_ISL_759935		Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland	Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland	Teemu Smura et al A
Afghanistan/IMB15490/2021	EPI_ISL_1034758		Bundeswehr Institute of Microbiology	Bundeswehr Institute of Microbiology	Markus Antwerpen et al
India/RJ-4761/2020	EPI_ISL_2106851		National Centre for Disease Control	CDFD-INSACOG	Murali Bashyam et al
NewZealand/20CV0203/2020	EPI_ISL_548111		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Australia/NSW1182/2020	EPI_ISL_667785		South Eastern Area Laboratory Services (SEALS)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW2972/2020	EPI_ISL_707899		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Virology Research Laboratory; Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Foster et al
Indonesia/JB-EIJK0381/2021	EPI_ISL_1622394		RSU Proklamasi	Eijkman Institute for Molecular Biology, Ministry of Research and Technology/National Agency for Research and Innovation	Iskandar Adnan et al
Australia/NSW1212/2020	EPI_ISL_672656		South Eastern Area Laboratory Services (SEALS)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
