strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
NewZealand/20VR1115/2020	EPI_ISL_456193	MZ331917.1	Waikato Hospital	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
HongKong/CUHK-NC9006/2020	EPI_ISL_3066302		Department of Microbiology	Department of Microbiology	Zigui Chen et al
Latvia/02/2020	EPI_ISL_421654		E. Gulbja Laboratorija	Latvian Biomedical Research and Study Centre	Ivars Silamiķelis et al
Singapore/24nan/2020	EPI_ISL_482672		Singapore General Hospital	Department of Microbiology	Nurdyana Abdul Rahman et al
Taiwan/TSGH-35/2020	EPI_ISL_457726		TSGH-CP molecular lab	TSGH-CP molecular lab	Cherng-Lih Perng et al
Australia/SA0142/2020	EPI_ISL_451143		SA Pathology	SA Pathology	Lex Leong et al
Indonesia/KI-NIHRDC004160/2020	EPI_ISL_984277		National Institute of Health Research and Development	National Institute of Health Research and Development	Kindi Adam et al
Curacao/CW-RIVM-10308/2020	EPI_ISL_636492		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-10309/2020	EPI_ISL_636493		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-10093/2020	EPI_ISL_547451		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-10092/2020	EPI_ISL_547450		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Curacao/CW-RIVM-10094/2020	EPI_ISL_547452		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
Indonesia/JK-EIJK-07/2020	EPI_ISL_467376		RSUP Fatmawati	Eijkman Institute for Molecular Biology, Ministry of Research and Technology/National Agency for Research and Innovation	Edison Johar et al
Australia/NSW08/2020	EPI_ISL_413594		Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Rockett R et al (https://www.nature.com/articles/s41591-020-1000-7)
Australia/NSW10/2020	EPI_ISL_413596		Centre for Infectious Diseases and Microbiology - Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Rockett R et al (https://www.nature.com/articles/s41591-020-1000-7)
Australia/NSW219/2020	EPI_ISL_427643		Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Timms V et al (https://www.nature.com/articles/s41591-020-1000-7)
Indonesia/NT-EIJK27/2020	EPI_ISL_766039		RS Bhayangkara Tk. III	Eijkman Institute for Molecular Biology, Ministry of Research and Technology/National Agency for Research and Innovation	Frilasita A Yudhaputri et al
Indonesia/JK-EIJK34/2020	EPI_ISL_574610		Puskesmas Tambora	Eijkman Institute for Molecular Biology, Ministry of Research and Technology/National Agency for Research and Innovation	Frilasita A Yudhaputri et al
Indonesia/JK-EIJK-32/2020	EPI_ISL_568688		RS Pelni	Eijkman Institute for Molecular Biology, Ministry of Research and Technology/National Agency for Research and Innovation	Frilasita A Yudhaputri et al
Indonesia/PA-EIJK09/2020	EPI_ISL_574603		RS Freeport Tembagapura	Eijkman Institute for Molecular Biology, Ministry of Research and Technology/National Agency for Research and Innovation	Frilasita A Yudhaputri et al
Australia/NT43/2020	EPI_ISL_480691		Royal Darwin Hospital Pathology	MDU-PHL	Meumann et al
Singapore/1135/2020	EPI_ISL_648043		Department of Laboratory Medicine, Tan Tock Seng Hospital	Department of Laboratory Medicine, Tan Tock Seng Hospital	Chen YYC et al
Wuhan/HB-WH5-235/2020	EPI_ISL_455394		Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
Pakistan/KHI1/2020	EPI_ISL_451958	MT500122.1	Jamil-ur-Rahman Center for Genome Research, Dr. Panjwani Center for Molecular Medicine and Drug Research, International Center for Chemical and Biological Sciences, University of Karachi	Jamil-ur-Rahman Center for Genome Research, Dr. Panjwani Center for Molecular Medicine and Drug Research, International Center for Chemical and Biological Sciences, University of Karachi	Shakeel et al
Australia/QLD978/2020	EPI_ISL_530229		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
USA/CA-CDC-9/2020	EPI_ISL_412862	MT118835.1	California Department of Public Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al B
NewZealand/CoV001/2020	EPI_ISL_417211		Dunedin Hospital	University of Otago	M.E. Quiñones-Mateu et al
Netherlands/NB-EMC-211/2020	EPI_ISL_523334		Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
Curacao/CW-RIVM-10100/2020	EPI_ISL_547453		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
mink/Netherlands/NB-EMC-19-15/2020	EPI_ISL_523049		Dutch COVID-19 response team	Erasmus Medical Center	OH consortium et al
Netherlands/un-EMC-744/2020	EPI_ISL_523499		Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
UnitedArabEmirates/L1014/2020	EPI_ISL_435127		Mohammed Bin Rashid University of Medicine and Health Sciences	Al Jalila Genomics Center	Ahmad Abou Tayoun et al A (https://dx.doi.org/10.1101/2020.05.06.080606)
Singapore/895/2020	EPI_ISL_536436		National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Mak TM et al
HongKong/HKPU-00297/2020	EPI_ISL_2710836		Department of Health Technology and Informatics, The Hong Kong Polytechnic University	Department of Health Technology and Informatics, The Hong Kong Polytechnic University	Gilman Kit-Hang Siu et al
Kazakhstan/123631/2020	EPI_ISL_1341150		Laboratory of Virology, National center of expertise	RSE "National Center of Expertise" and RSE "National center for Biotechnology"	Abdaliyev Askar et al
Singapore/212/2020	EPI_ISL_462330		National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Mak TM et al
Australia/ACT0027/2020	EPI_ISL_498494		ACT Pathology	Schwessinger Lab	Ashley Jones et al
HongKong/CUHK-NC9087/2020	EPI_ISL_3066305		Department of Microbiology	Department of Microbiology	Zigui Chen et al
NewZealand/20VR2941/2020	EPI_ISL_456394	MZ332349.1	LabPLUS	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
Singapore/298/2020	EPI_ISL_462416		National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Mak TM et al
SouthKorea/KCDC12-NCCP43330/2020	EPI_ISL_812960	MW466795.1	Division of Pathogen Resource Management, Korea National Institute of Health, Korea Disease Control and Prevention Agency	Division of Pathogen Resource Management, Korea National Institute of Health, Korea Disease Control and Prevention Agency	Kim et al
Indonesia/PP-EIJK-11/2020	EPI_ISL_568693		RS Freeport Tembagapura	Eijkman Institute for Molecular Biology, Ministry of Research and Technology/National Agency for Research and Innovation	Frilasita A Yudhaputri et al
Taiwan/TSGH-31/2020	EPI_ISL_447257		TSGH-CP molecular lab	TSGH-CP molecular lab	Cherng-Lih Perng et al
Qatar/QA-WCMQ_FD18270878/2020	EPI_ISL_1714672		Ministry of Public Health / Hamad Medical Corporation	Weill Cornell Medical College - Qatar (WCM-Q), Genomics Core Laboratory / Qatar Genome Project (QGP)	WCMQ: Ayeda A. Ahmed et al
Egypt/CCHE57357-P-41/2020	EPI_ISL_812870	MW467505.1	Genomics Program, Children Cancer Hospital	Genomics Program, Children Cancer Hospital	Hatem et al
Argentina/PAIS-A0394/2020	EPI_ISL_1396198		Laboratorio de Virología del Hospital de Niños Dr. Ricardo Gutierrez	Área de Secuenciación del Laboratorio de Virología del Hospital de Niños Dr. Ricardo Gutierrez on behalf of 'Proyecto Argentino Interinstitucional de genomica de SARS-CoV-2' (PAIS Consortium)	Alexay et al
Pakistan/JRCGR_SCV-54_IBGE-06/2020	EPI_ISL_2151350	MW960278.1	Jamil-ur-Rahman Center for Genome Research, Dr. Panjwani Center for Molecular Medicine and Drug Research	Jamil-ur-Rahman Center for Genome Research, Dr. Panjwani Center for Molecular Medicine and Drug Research	Irfan et al
Senegal/SN-MBO-201685/2021	EPI_ISL_1167177		Iressef Genomics lab	L'institut de Recherche en Santé, de Surveillance Épidémiologique et de Formation (IRESSEF)	Souleymane MBOUP et al
Pakistan/Gilgit1/2020	EPI_ISL_417444	MT240479.1	Department of Healthcare Biotechnology, National University of Sciences and Technology (NUST)	Department of Healthcare Biotechnology, National University of Sciences and Technology (NUST)	Javed et al (http://biorxiv.org/lookup/doi/10.1101/2020.04.01.019463)
Wuhan/HB-WHCM-108/2020	EPI_ISL_454991		Wuhan Chain Medical Labs (CMLabs)	State Key Laboratory of Biotherapy of Sichuan University	Baowen Du et al
Canada/Qc-LSPQ-L00210314/2020	EPI_ISL_535716		Hôpital de Verdun	Laboratoire de santé publique du Québec	Sandrine Moreira et al
Taiwan/TSGH-26/2020	EPI_ISL_447252		TSGH-CP molecular lab	TSGH-CP molecular lab	Cherng-Lih Perng et al
USA/NY1-PV08001/2020	EPI_ISL_414476		MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Gopi Patel et al (https://dx.doi.org/10.1101/2020.04.08.20056929)
Tunisia/7899/2020	EPI_ISL_763067		1-Laboratory of Microbiology, National Reference Lab, Charles Nicolle Hospital; 2-University of Tunis ElManar, Faculty of Medicine of Tunis, LR99ES09, Tunis, Tunisia	1-Clinical and Experimental Pharmacology Lab, LR16SP02, National Center of Pharmacovigilance, University of Tunis El Manar, Tunis, Tunisia. 2-Neurodegenerative diseases and psychiatric troubles, LR18SP03, Razi Hospital, University of Tunis El Manar, Tunis, Tunisia. 3- Ministry of Health, National Observatory of New and Emerging Diseases, 1006, Tunis, Tunisia	Ilhem Boutiba-Ben Boubaker et al
Iran/2024/2020	EPI_ISL_594187		Department of Pathology, School of Medicine, Imam Khomeini Hospital, Tehran University of Medical Sciences	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/GRC-5/2020	EPI_ISL_2694195		Virology Centre, School of public health, Tehran University of Medical Sciences, Tehran, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
SriLanka/COV38/2020	EPI_ISL_428670	MT371047.1	Centre for Dengue Research	Centre for Dengue Research	Chandima Jeewandara et al A (https://dx.doi.org/10.21203/rs.3.rs-44134/v1)
SriLanka/CDR142/2020	EPI_ISL_525474		Centre for Dengue Research	Centre for Dengue Research, USJ, SL	Chandima Jeewandara et al B
Bahrain/BAH-01/2020	EPI_ISL_483542		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Australia/ACT0026/2020	EPI_ISL_498493		ACT Pathology	Schwessinger Lab	Ashley Jones et al
Iran/KHGRC-3-2178/2020	EPI_ISL_445088	MT459928.1	Human Genetic Research Center, Kawsar Biotech Company	Human Genetic Research Center, Kawsar Biotech Company	Abbasalipour Bashash et al
Iran/GRC-20/2020	EPI_ISL_2693672		Department of Virology, School of Medicine, Ahvaz Jundishapur University of Medical Sciences, Ahvaz, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/GRC-2287/2020	EPI_ISL_2691710		Department of pathology, school of medicine, Imam Hospital complex, Tehran university of medical sciences, Tehran, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/GRC-9635/2020	EPI_ISL_2692907		Department of pathology, school of medicine, Imam Hospital complex, Tehran university of medical sciences, Tehran, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/GRC-10/2020	EPI_ISL_2694591		Department of pathology, school of medicine, Imam Hospital complex, Tehran university of medical sciences, Tehran, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/Cento-37431805/2020	EPI_ISL_815256		Centogene	Centogene	Peter Bauer et al
Iran/GRC-10074/2020	EPI_ISL_2692953		Pars Hospital Laboratory, Rasht, Iran.	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Oman/RESP-20-837/2020	EPI_ISL_457704		Oman-NIC	Oman-NIC	Samira Al-Maruqi et al
Kuwait/KU09/2020	EPI_ISL_416541		Dasman Diabetes Institute and Virology Laboratory Ministry of Health	Dasman Diabetes Institute	Fahd Al-Mulla et al
Kuwait/KU12/2020	EPI_ISL_416458		Virology laboratory Ministry of Health Kuwait sequenced at Dasman Diabetes Institute	Dasman Diabetes Institute	Fahd Al-Mulla et al
Australia/WA30/2020	EPI_ISL_470847		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA	Chisha Sikazwe et al
Lebanon/S5_762/2020	EPI_ISL_450512		Rafik Hariri University Hospital	Rafik Hariri University Hospital	Rita Feghali et al
Australia/NSW09/2020	EPI_ISL_413595		Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Rockett R et al (https://www.nature.com/articles/s41591-020-1000-7)
Kuwait/KU18/2020	EPI_ISL_416543		Dasman Diabetes Institute	Dasman Diabetes Institute	Fahd Al-Mulla et al
Georgia/Tb-82/2020	EPI_ISL_415644		R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Nato Kotaria et al
India/LA-NCDC-01614/2020	EPI_ISL_435104		National Centre for Disease control (NCDC), CSIR-Institute of Genomics and Integrative Biology (CSIR-IGIB)	NCDC/CSIR-IGIB	Pramod Kumar et al (https://dx.doi.org/10.1101/2020.06.04.128751)
India/un-NIV-Q100/2020	EPI_ISL_1061417		Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav et al A
Kazakhstan/NCB-1/2020	EPI_ISL_435045	MT428551.1	Laboratory of Applied Genetics	RSE "National Center for Biotechnology"	Alexandr Shevtsov et al
Kazakhstan/26576/2020	EPI_ISL_454594		Laboratory of virology, National Center of Expertise	Laboratory of molecular-genetic research, National Center of Expertise, Kazakhstan National Center for Biotechnology, Kazakhstan	Abdaliyev Askar et al
Kazakhstan/26491/2020	EPI_ISL_454508		RSE "National Center for Biotechnology"	RSE "National Center for Biotechnology"	Alexandr Shevtsov et al
Bahrain/BAH-06/2020	EPI_ISL_483547		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Australia/VIC846/2020	EPI_ISL_427106		Victorian Infectious Diseases Reference Laboratory (VIDRL)	Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute	Caly L. et al A (https://dx.doi.org/10.1101/2020.05.12.20099929)
Norway/1380/2020	EPI_ISL_417484		Oslo University Hospital, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
UnitedArabEmirates/L4711/2020	EPI_ISL_469278		Mohammed Bin Rashid University of Medicine and Health Sciences	Al Jalila Genomics Center	Ahmad Abou Tayoun et al B
Uganda/UG011/2020	EPI_ISL_451193		Uganda Virus Research Institute	MRC/UVRI & LSHTM Uganda Research Unit	Dan Lule Bugembe et al (https://dx.doi.org/10.3201/eid2610.202575)
Uganda/UG047/2020	EPI_ISL_737935		Uganda Central Public Health Lab and Uganda Virus Research Institute	MRC/UVRI & LSHTM Uganda Research Unit	Matthew Cotten et al
Australia/NSW06/2020	EPI_ISL_413213		Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Eden J-S et al (https://www.nature.com/articles/s41591-020-1000-7)
Oman/RESP-20-797/2020	EPI_ISL_457701		Oman-NIC	Oman-NIC	Samira Al-Maruqi et al
Iran/Tehran-08/2020	EPI_ISL_862078		National Influenza Center, Virology Department	National Influenza Center	A Nejati et al
Bahrain/BAH-07/2020	EPI_ISL_483548		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Iran/GRC-60/2020	EPI_ISL_2693675		Department of Molecular Diagnostic, Emam Ali Educational and Therapeutic Center, Alborz University of Medical Sciences, Karaj, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
