strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
Panama/GMI-PA683085/2021	EPI_ISL_1503006		Gorgas Memorial Laboratory of Health Studies	Gorgas Memorial Laboratory of Health Studies	Gonzalez Claudia et al
Panama/GMI-PA694051/2021	EPI_ISL_1503044		Gorgas Memorial Laboratory of Health Studies	Gorgas Memorial Laboratory of Health Studies	Gonzalez Claudia et al
Paraguay/iics_10235/2021	EPI_ISL_2444833		IICS-UNA	IICS-UNA	Magaly Martinez et al
Paraguay/iics_12209/2021	EPI_ISL_2444836		IICS-UNA	IICS-UNA	Magaly Martinez et al
Panama/GMI-PA712609/2021	EPI_ISL_1503119		Gorgas Memorial Laboratory of Health Studies	Gorgas Memorial Laboratory of Health Studies	Gonzalez Claudia et al
CostaRica/INC-0638/2021	EPI_ISL_2502736		AREA DE SALUD GUATUSO	Inciensa, Instituto Costarricense de InvestigaciOn y Enseñanza en NutriciOn y Salud	Francisco Duarte et al
Panama/328719/2020	EPI_ISL_496607		Gorgas Memorial Laboratory of Health Studies	Gorgas Memorial Laboratory of Health Studies	Danilo Franco et al (https://www.medrxiv.org/content/10.1101/2020.07.31.20160929v1)
Spain/VC-FISABIO-266/2020	EPI_ISL_436361		Servicio de Microbiología. Consorcio Hospital General Universitario de Valencia	Sequencing and Bioinformatics Service and Molecular Epidemiology Research Group. FISABIO-Public Health	Neris Garcia-Gonzalez et al
Spain/PV-IBV-000860/2020	EPI_ISL_452692		Hospital Universitario Araba. Vitoria-Gasteiz,	SeqCOVID-SPAIN consortium/IBV(CSIC)	Silvia Hernáez Crespo et al
Chile/RM-MSHS-op3d1/2020	EPI_ISL_415660		Laboratory of Molecular Virology, Pontificia Universidad Católica de Chile	MSHS Pathogen Surveillance Program	Rafael A. Medina et al (https://dx.doi.org/10.1007/s40475-020-00205-2)
Spain/PV-IBV-000727/2020	EPI_ISL_452748		Hospital Universitario Araba. Vitoria-Gasteiz,	SeqCOVID-SPAIN consortium/IBV(CSIC)	Silvia Hernáez Crespo et al
EquatorialGuinea/253/2020	EPI_ISL_648318		Laboratorio de Investigaciones de Baney	University Hospital Basel, Clinical Bacteriology	Carlos Cortes et al
SouthAfrica/Tygerberg_89/2020	EPI_ISL_3068043		Division of Medical Virology, National Health Laboratory Service (NHLS), Tygerberg Hospital / Stellenbosch University	Division of Medical Virology, Stellenbosch University and NHLS Tygerberg Hospital	Susan Engelbrecht et al
NewZealand/20CV0287/2020	EPI_ISL_579077		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Panama/GMI-PA397028/2020	EPI_ISL_1225486		Gorgas Memorial Laboratory of Health Studies	Gorgas Memorial Laboratory of Health Studies	Yamilka Diaz et al
Kazakhstan/22044/2020	EPI_ISL_454584		Laboratory of virology, National Center of Expertise	Laboratory of molecular-genetic research, National Center for Expertise, Kazakhstan National Center for Biotechnology, Kazakhstan	Abdaliyev Askar et al
Kazakhstan/16173/2020	EPI_ISL_454497		RSE "National Center for Biotechnology"	RSE "National Center for Biotechnology"	Alexandr Shevtsov et al
Spain/AN-IBV-001985/2020	EPI_ISL_509622		Servicio de Microbiología. HRU de Málaga. Servicio Andaluz de Salud	SeqCOVID-SPAIN consortium/IBV(CSIC)	Inmaculada de Toro Peinado. MªConcepción Mediavilla Gradolph. Begoña Palop Borrás et al
Kazakhstan/7341/2020	EPI_ISL_454572		National Center of Expertise	National Center for Expertise, Kazakhstan National Center for Biotechnology, Kazakhstan	Abdaliyev Askar et al
Panama/335013/2020	EPI_ISL_496801		Gorgas Memorial Laboratory of Health Studies	Gorgas Memorial Laboratory of Health Studies	Danilo Franco et al (https://www.medrxiv.org/content/10.1101/2020.07.31.20160929v1)
Chile/RM-MSHS-op4d1/2020	EPI_ISL_415661		Laboratory of Molecular Virology, Pontificia Universidad Católica de Chile	MSHS Pathogen Surveillance Program	Rafael A. Medina et al (https://dx.doi.org/10.1007/s40475-020-00205-2)
Peru/LIM-INS-320/2020	EPI_ISL_1111218		Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud Perú	Laboratorio de Referencia Nacional de Enteropatógenos. Instituto Nacional de Salud del Perú	Ronnie Gavilan Chavez et al
Australia/SA0294/2020	EPI_ISL_468030		SA Pathology	SA Pathology	Lex Leong et al
Australia/QLD1307/2020	EPI_ISL_849664		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
NewZealand/20CV0277/2020	EPI_ISL_579069		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Australia/WA420/2020	EPI_ISL_672632		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/TAS113/2020	EPI_ISL_522579		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
Australia/NSW208/2020	EPI_ISL_427753		Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Arnott A et al (https://www.nature.com/articles/s41591-020-1000-7)
Australia/ACT0009/2020	EPI_ISL_498476		ACT Pathology	Schwessinger Lab	Ashley Jones et al
Australia/TAS38/2020	EPI_ISL_522715		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
Australia/TAS08/2020	EPI_ISL_522563		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
Australia/TAS98/2020	EPI_ISL_522768		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
Australia/TAS263/2020	EPI_ISL_522691		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
Australia/TAS07/2020	EPI_ISL_522562		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
Australia/TAS37/2020	EPI_ISL_522714		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
Australia/TAS29/2020	EPI_ISL_522706		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
Australia/TAS166/2020	EPI_ISL_522621		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
Australia/TAS258/2020	EPI_ISL_522685		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
Australia/TAS32/2020	EPI_ISL_522709		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
Australia/TAS233/2020	EPI_ISL_522662		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
Australia/TAS34/2020	EPI_ISL_522711		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
Australia/TAS20/2020	EPI_ISL_522643		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
Australia/TAS11/2020	EPI_ISL_522575		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
NewZealand/20VR3188/2020	EPI_ISL_579476	MZ332469.1	Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0308/2020	EPI_ISL_622788		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Australia/ACT0019/2020	EPI_ISL_498486		ACT Pathology	Schwessinger Lab	Ashley Jones et al
Australia/NT08/2020	EPI_ISL_426634		Royal Darwin Hospital Pathology	Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute	Meumann et al
Australia/WA88/2020	EPI_ISL_512741		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/TAS116/2020	EPI_ISL_522582		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
Australia/TAS94/2020	EPI_ISL_522764		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
NewZealand/20CV0274/2020	EPI_ISL_579067		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Australia/TAS194/2020	EPI_ISL_522640		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
Australia/WA14/2020	EPI_ISL_470832		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA	Chisha Sikazwe et al
Australia/ACT0060/2020	EPI_ISL_498524		ACT Pathology	Schwessinger Lab	Ashley Jones et al
Australia/NSW267/2020	EPI_ISL_451532		Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/TAS06/2020	EPI_ISL_522561		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
NewZealand/20CV0297/2020	EPI_ISL_622794		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Australia/WA46/2020	EPI_ISL_470863		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA	Chisha Sikazwe et al
NewZealand/20CV0276/2020	EPI_ISL_579068		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Australia/ACT0033/2020	EPI_ISL_498500		ACT Pathology	Schwessinger Lab	Ashley Jones et al
Australia/TAS188/2020	EPI_ISL_522636		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
Australia/ACT0044/2020	EPI_ISL_498511		ACT Pathology	Schwessinger Lab	Ashley Jones et al
NewZealand/20CV0300/2020	EPI_ISL_622790		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20CV0302/2020	EPI_ISL_622797		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20VR2019/2020	EPI_ISL_456336	MZ332144.1	Wellington SCL	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
Australia/QLD1117/2020	EPI_ISL_593633		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
NewZealand/20VR2038/2020	EPI_ISL_456343	MZ332157.1	Wellington SCL	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
Australia/NSW285/2020	EPI_ISL_451549		Pathology Sydney South West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/ACT0054/2020	EPI_ISL_498520		ACT Pathology	Schwessinger Lab	Ashley Jones et al
Australia/NSW547/2020	EPI_ISL_455086		South Eastern Area Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/ACT0075/2020	EPI_ISL_498535		ACT Pathology	Schwessinger Lab	Ashley Jones et al
Australia/SA0253/2020	EPI_ISL_468027		SA Pathology	SA Pathology	Lex Leong et al
NewZealand/20VR2083/2020	EPI_ISL_456368	MZ332191.1	Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
Australia/NSW806/2020	EPI_ISL_526148		South Eastern Area Laboratory Services (SEALS)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/VIC13/2020	EPI_ISL_419733		Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L. et al A (https://dx.doi.org/10.1101/2020.05.12.20099929)
Bolivia/26958/2020	EPI_ISL_837576		Centro Nacional de Enfermedades Tropicales (CENETROP)	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al A
Colombia/ANT-INS-79253/2020	EPI_ISL_456117		Instituto Nacional de Salud - Unidad de Secuenciación y Análisis Genómico	Instituto Nacional de Salud, Universidad Cooperativa de Colombia, Instituto Alexander von Humboldt, Imperial College-London, London School of Hygiene & Tropical Medicine	Katherine Laiton-Donato et al A (https://dx.doi.org/10.1101/2020.06.02.20120782)
Mexico/CMX-InDRE_03/2020	EPI_ISL_424667		Laboratorio Estatal de Salud Publica del Estado de México	Instituto de Diagnóstico y Referencia Epidemiológicos	Irma López Martínez et al (https://dx.doi.org/10.1101/2020.05.27.120402)
Uruguay/UY-6/2020	EPI_ISL_426481		Microbial Genomics Laboratory, Institut Pasteur Montevideo, Uruguay	Microbial Genomics Laboratory, Institut Pasteur Montevideo	Cecilia Salazar et al A (https://dx.doi.org/10.1101/2020.05.09.086223)
Uruguay/UY-NYUMC852/2020	EPI_ISL_457948		Laboratorio de Biología Molecular Asociación Española Primera en Salud	Departments of Pathology and Medicine, New York University School of Medicine	Maria Victoria Elizondo et al
Uruguay/UY-NYUMC844/2020	EPI_ISL_457940		Laboratorio de Biología Molecular Asociación Española Primera en Salud	Departments of Pathology and Medicine, New York University School of Medicine	Maria Victoria Elizondo et al
Uruguay/UY-NYUMC864/2020	EPI_ISL_457960		Laboratorio de Biología Molecular Asociación Española Primera en Salud	Departments of Pathology and Medicine, New York University School of Medicine	Maria Victoria Elizondo et al
Uruguay/UY-NYUMC869/2020	EPI_ISL_457965		Laboratorio de Biología Molecular Asociación Española Primera en Salud	Departments of Pathology and Medicine, New York University School of Medicine	Maria Victoria Elizondo et al
Uruguay/UY-NYUMC846/2020	EPI_ISL_457942		Laboratorio de Biología Molecular Asociación Española Primera en Salud	Departments of Pathology and Medicine, New York University School of Medicine	Maria Victoria Elizondo et al
Uruguay/UY-4/2020	EPI_ISL_426479		Microbial Genomics Laboratory, Institut Pasteur Montevideo	Microbial Genomics Laboratory, Institut Pasteur Montevideo	Cecilia Salazar et al A (https://dx.doi.org/10.1101/2020.05.09.086223)
Uruguay/UY-2/2020	EPI_ISL_426477		Microbial Genomics Laboratory, Institut Pasteur Montevideo	Microbial Genomics Laboratory, Institut Pasteur Montevideo, Uruguay	Cecilia Salazar et al A (https://dx.doi.org/10.1101/2020.05.09.086223)
Uruguay/UY-NYUMC856/2020	EPI_ISL_457952		Laboratorio de Biología Molecular Asociación Española Primera en Salud	Departments of Pathology and Medicine, New York University School of Medicine	Maria Victoria Elizondo et al
Uruguay/UY-NYUMC862/2020	EPI_ISL_457958		Laboratorio de Biología Molecular Asociación Española Primera en Salud	Departments of Pathology and Medicine, New York University School of Medicine	Maria Victoria Elizondo et al
Australia/NSW01/2020	EPI_ISL_407893		Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Eden J-S et al (https://www.nature.com/articles/s41591-020-1000-7)
Guangzhou/GZMU0081/2020	EPI_ISL_457692		The First Affiliated Hospital of Guangzhou Medical University, Guangzhou, China	BGI-shenzhen & The First Affiliated Hospital of Guangzhou Medical University	Yanqun Wang et al
Belgium/GHB-03021/2020	EPI_ISL_407976		KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Bert Vanmechelen et al (https://dx.doi.org/10.1101/2020.05.05.078758)
Canada/BC_3972884/2020	EPI_ISL_418822		BCCDC Public Health Laboratory	BCCDC Public Health Laboratory	Harrigan et al
USA/WA-S90/2020	EPI_ISL_417143	MT627243.1	Washington State Department of Health	Seattle Flu Study	Chu etl al et al (https://doi.dx.org/10.1101/2020.04.02.20051417)
USA/CA-CDPH-UC5/2020	EPI_ISL_413922	MT419833.1	California Department of Public Health	Chiu Laboratory, University of California, San Francisco	Xianding Deng et al (https://dx.doi.org/10.1126/science.abb9263)
USA/CA-CDPH-UC9/2020	EPI_ISL_413928	MT419837.1	California Department of Public Health	Chiu Laboratory, University of California, San Francisco	Xianding Deng et al (https://dx.doi.org/10.1126/science.abb9263)
Mexico/DUR-InDRE-09/2020	EPI_ISL_455432		Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	Taboada Ramírez Blanca. Ramirez-Gonzalez Ernesto et al
CostaRica/03/2020	EPI_ISL_434536		Hospital San Vicente de Paul	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Francisco Duarte et al
Taiwan/TSGH-34/2020	EPI_ISL_447593		TSGH-CP molecular lab	TSGH-CP molecular lab	Cherng-Lih Perng et al
NewZealand/20CV0303/2020	EPI_ISL_622798		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20VR1380/2020	EPI_ISL_456215	MZ331941.1	PathLab Bay of Plenty	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
USA/MO-QDX-2566/2020	EPI_ISL_604939	MW191374.1	Quest Diagnostics	Quest Diagnostics	Rosenthal et al
Uruguay/UY-8/2020	EPI_ISL_426583		Microbial Genomics Laboratory, Institut Pasteur Monteivdeo	Microbial Genomics Laboratory, Institut Pasteur Montevideo, Uruguay	Cecilia Salazar et al A (https://dx.doi.org/10.1101/2020.05.09.086223)
Australia/NSW37/2020	EPI_ISL_417395		Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Sintchenko V et al (https://www.nature.com/articles/s41591-020-1000-7)
