strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
Japan/FHU-CS77-0222/2020	EPI_ISL_728154		Fujita Health University Okazaki Medical Center	Department of Virology and Parasitology, Fujita Health University School of Medicine	Takayuki Murata et al
Australia/VIC15/2020	EPI_ISL_419735		Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L. et al B
Japan/DP0037/2020	EPI_ISL_416567	LC570963.1	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al C (https://dx.doi.org/10.1101/2020.03.23.20041970)
Japan/DP0361/2020	EPI_ISL_416599	LC570997.1	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al C (https://dx.doi.org/10.1101/2020.03.23.20041970)
Chongqing/IVDC-CQ-001/2020	EPI_ISL_408481		National Institute for Viral Disease Control and Prevention, China CDC	National Institute for Viral Disease Control & Prevention, CCDC	Wenjie Tan et al B (https://dx.doi.org/10.1101/2020.02.29.971101)
HongKong/HKU-908b/2020	EPI_ISL_434570	MT114419.1		Microbiology	To et al
Japan/DP0191/2020	EPI_ISL_416582	LC570980.1	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al C (https://dx.doi.org/10.1101/2020.03.23.20041970)
Australia/NT05/2020	EPI_ISL_419835		Royal Darwin Hospital	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Meumann et al
Japan/PG-0359/2020	EPI_ISL_480030		Tochigi Prefectural Institute of Public Health and Environmental Science	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al B (https://www.medrxiv.org/content/10.1101/2020.07.01.20143958v1)
Australia/NT04/2020	EPI_ISL_419833		Royal Darwin Hospital	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Meumann et al
Japan/FHU-CS27-0221/2020	EPI_ISL_727998		Fujita Health University Okazaki Medical Center	Department of Virology and Parasitology, Fujita Health University School of Medicine	Takayuki Murata et al
Japan/DP0827/2020	EPI_ISL_416632	LC571039.1	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al C (https://dx.doi.org/10.1101/2020.03.23.20041970)
Australia/NT01/2020	EPI_ISL_419831		Royal Darwin Hospital	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Meumann et al
Australia/SA0097/2020	EPI_ISL_468039		SA Pathology	SA Pathology	Lex Leong et al
Pakistan/Gilgit1/2020	EPI_ISL_417444	MT240479.1	Department of Healthcare Biotechnology, National University of Sciences and Technology (NUST)	Department of Healthcare Biotechnology, National University of Sciences and Technology (NUST)	Javed et al (http://biorxiv.org/lookup/doi/10.1101/2020.04.01.019463)
Taiwan/TSGH-26/2020	EPI_ISL_447252		TSGH-CP molecular lab	TSGH-CP molecular lab	Cherng-Lih Perng et al
Canada/BC_17397/2020	EPI_ISL_415580		BCCDC Public Health Laboratory	BCCDC Public Health Laboratory	Harrigan et al
Iran/GRC-4/2020	EPI_ISL_2693972		Virology Centre, School of public health, Tehran University of Medical Sciences, Tehran, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/Gorgan-NIC992/2020	EPI_ISL_959275		National Influenza Center, Virology Department	National Influenza Center	V Salimi et al
Canada/Qc-LSPQ-L00210314/2020	EPI_ISL_535716		Hôpital de Verdun	Laboratoire de santé publique du Québec	Sandrine Moreira et al
SriLanka/CDR142/2020	EPI_ISL_525474		Centre for Dengue Research	Centre for Dengue Research, USJ, SL	Chandima Jeewandara et al
Sweden/20-04736/2020	EPI_ISL_475544		Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Oskar Karlsson Lindsjo et al
Iran/12624/2020	EPI_ISL_2537485	MZ359830.1	Human Genetic Research Center, Kawsar Biotech Company	Human Genetic Research Center, Kawsar Biotech Company	Azadmanesh et al
Taiwan/TSGH-13/2020	EPI_ISL_428230		TSGH-CP molecular lab	TSGH-CP molecular lab	Cherng-Lih Perng et al
Tunisia/7899/2020	EPI_ISL_763067		1-Laboratory of Microbiology, National Reference Lab, Charles Nicolle Hospital; 2-University of Tunis ElManar, Faculty of Medicine of Tunis, LR99ES09, Tunis, Tunisia	1-Clinical and Experimental Pharmacology Lab, LR16SP02, National Center of Pharmacovigilance, University of Tunis El Manar, Tunis, Tunisia. 2-Neurodegenerative diseases and psychiatric troubles, LR18SP03, Razi Hospital, University of Tunis El Manar, Tunis, Tunisia. 3- Ministry of Health, National Observatory of New and Emerging Diseases, 1006, Tunis, Tunisia	Ilhem Boutiba-Ben Boubaker et al
USA/NY1-PV08001/2020	EPI_ISL_414476		MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Gopi Patel et al (https://dx.doi.org/10.1101/2020.04.08.20056929)
Australia/TAS54/2020	EPI_ISL_522729		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
Bahrain/BAH-01/2020	EPI_ISL_483542		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
USA/WY-WYPHL-00044/2020	EPI_ISL_462936		Wyoming Public Health Laboratory	Center for Global Health, University of New Mexico Health Sciences Center	Daryl Domman et al
Australia/ACT0014/2020	EPI_ISL_498481		ACT Pathology	Schwessinger Lab	Ashley Jones et al
Australia/SA0113/2020	EPI_ISL_483067		SA Pathology	SA Pathology	Lex Leong et al
Iran/KHGRC-3-2178/2020	EPI_ISL_445088	MT459928.1	Human Genetic Research Center, Kawsar Biotech Company	Human Genetic Research Center, Kawsar Biotech Company	Abbasalipour Bashash et al
Iran/GRC-2287/2020	EPI_ISL_2691710		Department of pathology, school of medicine, Imam Hospital complex, Tehran university of medical sciences, Tehran, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/GRC-8/2020	EPI_ISL_2694589		Virology Centre, School of public health, Tehran University of Medical Sciences, Tehran, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/GRC-20/2020	EPI_ISL_2693672		Department of Virology, School of Medicine, Ahvaz Jundishapur University of Medical Sciences, Ahvaz, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/7650/2020	EPI_ISL_594188		Department of Pathology, School of Medicine, Imam Khomeini Hospital, Tehran University of Medical Sciences	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Kuwait/KU12/2020	EPI_ISL_416458		Virology laboratory Ministry of Health Kuwait sequenced at Dasman Diabetes Institute	Dasman Diabetes Institute	Fahd Al-Mulla et al
Kuwait/KU18/2020	EPI_ISL_416543		Dasman Diabetes Institute	Dasman Diabetes Institute	Fahd Al-Mulla et al
Australia/NSW09/2020	EPI_ISL_413595		Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Rockett R et al (https://www.nature.com/articles/s41591-020-1000-7)
Lebanon/S5_762/2020	EPI_ISL_450512		Rafik Hariri University Hospital	Rafik Hariri University Hospital	Rita Feghali et al
Oman/RESP-20-837/2020	EPI_ISL_457704		Oman-NIC	Oman-NIC	Samira Al-Maruqi et al
Georgia/Tb-82/2020	EPI_ISL_415644		R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Nato Kotaria et al
Georgia/MM202082/2020	EPI_ISL_2896261	MT231248.1	Department of Virology, Molecular Biology and Genome Research	Department of Virology, Molecular Biology and Genome Research	Kotorashvili et al
Oman/RESP-20-1189/2020	EPI_ISL_457706		Oman-NIC	Oman-NIC	Samira Al-Maruqi et al
Kenya/C657/2020	EPI_ISL_457916	MW751150.1	KEMRI-CGMR-C	KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	Githinji G. et al 2020 et al (https://virological.org/t/introduction-and-local-transmission-of-sars-cov-2-cases-in-kenya/497)
Kazakhstan/NCB-1/2020	EPI_ISL_435045	MT428551.1	Laboratory of Applied Genetics	RSE "National Center for Biotechnology"	Alexandr Shevtsov et al
Kazakhstan/26478/2020	EPI_ISL_454506		RSE "National Center for Biotechnology"	RSE "National Center for Biotechnology"	Alexandr Shevtsov et al
Kazakhstan/26582/2020	EPI_ISL_454597		Laboratory of virology, National Center of Expertise	Laboratory of molecular-genetic research, National Center for Expertise, Kazakhstan National Center for Biotechnology, Kazakhstan	Abdaliyev Askar et al
Kazakhstan/26545/2020	EPI_ISL_454591		Laboratory of virology, National Center of Expertise	Laboratory of molecular-genetic research, National Center of Expertise, Kazakhstan National Center for Biotechnology, Kazakhstan	Abdaliyev Askar et al
Kenya/S052/2020	EPI_ISL_457932		KEMRI-Centre for Virus Research	KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	Githinji G. et al 2020 et al (https://virological.org/t/introduction-and-local-transmission-of-sars-cov-2-cases-in-kenya/497)
Australia/VIC2006/2020	EPI_ISL_521903		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
UnitedArabEmirates/L068/2020	EPI_ISL_435120		Mohammed Bin Rashid University of Medicine and Health Sciences	Al Jalila Genomics Center	Ahmad Abou Tayoun et al A (https://dx.doi.org/10.1101/2020.05.06.080606)
SriLanka/CDR503/2020	EPI_ISL_525479		Centre for Dengue Research	Centre for Dengue Research	Chandima Jeewandara et al
UnitedArabEmirates/L5857/2020	EPI_ISL_469279		Mohammed Bin Rashid University of Medicine and Health Sciences	Al Jalila Genomics Center	Ahmad Abou Tayoun et al B
Uganda/UG047/2020	EPI_ISL_737935		Uganda Central Public Health Lab and Uganda Virus Research Institute	MRC/UVRI & LSHTM Uganda Research Unit	Matthew Cotten et al
Lebanon/S9_764/2020	EPI_ISL_450515		Rafik Hariri University Hospital	Rafik Hariri University Hospital	Rita Feghali et al
Canada/ON_SHSC-01/2020	EPI_ISL_450747		Sunnybrook Health Sciences Centre	Department of Laboratory Medicine and Molecular Diagnostics, Sunnybrook Health Sciences Centre	Jalees A. Nasir et al
Iran/Tehran-08/2020	EPI_ISL_862078		National Influenza Center, Virology Department	National Influenza Center	A Nejati et al
Oman/RESP-20-797/2020	EPI_ISL_457701		Oman-NIC	Oman-NIC	Samira Al-Maruqi et al
Australia/NSW06/2020	EPI_ISL_413213		Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Eden J-S et al (https://www.nature.com/articles/s41591-020-1000-7)
Iran/GRC-43/2020	EPI_ISL_596453		Booali laboratory, Qom, Iran. Department of Virology, School of Public Health, Tehran University of Medical Sciences, Tehran, Iran.	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/Gorgan-NIC140/2020	EPI_ISL_959283		National Influenza Center, Virology Department	National Influenza Center	NZ Shafiei Jandaghi et al
Australia/NSW597/2020	EPI_ISL_478709		South Eastern Area Laboratory Services (SEALS)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Iran/GRC-60/2020	EPI_ISL_2693675		Department of Molecular Diagnostic, Emam Ali Educational and Therapeutic Center, Alborz University of Medical Sciences, Karaj, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/Tehran-09/2020	EPI_ISL_862077		National Influenza Center, Virology Department	National Influenza Center	J Yavarian et al
Iran/GRC-7/2020	EPI_ISL_2694588		Virology Centre, School of public health, Tehran University of Medical Sciences, Tehran, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/1600/2020	EPI_ISL_582033		Department of Pathology, School of Medicine, Imam Khomeini Hospital, Tehran University of Medical Sciences	Genetics Research Center. University Of Social Welfare And Rehabilitation Sciences	Zohreh Fattahi et al
Georgia/Tb-7851/2020	EPI_ISL_477169	MT786438.1	Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Tata Imnadze et al
Iran/1325/2020	EPI_ISL_594186		Department of Pathology, School of Medicine, Imam Khomeini Hospital, Tehran University of Medical Sciences	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/2297/2020	EPI_ISL_594185		Department of Pathology, School of Medicine, Imam Khomeini Hospital, Tehran University of Medical Sciences	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/GRC-4488/2020	EPI_ISL_2692885		Pars Hospital Laboratory, Rasht, Iran.	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Australia/VIC294/2020	EPI_ISL_419985		Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L. et al A (https://dx.doi.org/10.1101/2020.05.12.20099929)
Australia/VIC1467/2020	EPI_ISL_456451	MT612144.1	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute	Caly L. et al B
Australia/VIC1210/2020	EPI_ISL_430500	MT451801.1	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, The Peter Doherty Institute for Infection and Immunity	Caly L. et al A (https://dx.doi.org/10.1101/2020.05.12.20099929)
Iran/GRC-9635/2020	EPI_ISL_2692907		Department of pathology, school of medicine, Imam Hospital complex, Tehran university of medical sciences, Tehran, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/Cento-37431805/2020	EPI_ISL_815256		Centogene	Centogene	Peter Bauer et al
Iran/T.I.11.185/2021	EPI_ISL_3038900		Iran University of Medical Sciences, Tehran, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/GRC-10074/2020	EPI_ISL_2692953		Pars Hospital Laboratory, Rasht, Iran.	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Bahrain/BAH-08/2020	EPI_ISL_483549		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Bahrain/BAH-21/2020	EPI_ISL_483562		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Bahrain/BAH-25/2020	EPI_ISL_483639		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Australia/QLD09/2020	EPI_ISL_414414		Pathology Queensland	Public Health Virology Laboratory	Bixing Huang et al
Iran/KHGRC-1.1-IPI-8206/2020	EPI_ISL_442523	MT320891.2	Pasteur Institute of Iran	Kawsar Human Genetic Research Company	Sirous Zeinali et al
Iraq/BAS-2/2020	EPI_ISL_907075	MW546610.1	Department of Biology, University of Basrah	Department of Biology, University of Basrah	Abu-Ali et al
Australia/NSW07/2020	EPI_ISL_413214		Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Eden J-S et al (https://www.nature.com/articles/s41591-020-1000-7)
