Strain	WindowStart	WindowEnd	FractionIdentical
MN996532_Bat_CoV_RaTG13	14497	14596	1.0
MN996532_Bat_CoV_RaTG13	14527	14626	0.99
MN996532_Bat_CoV_RaTG13	14557	14656	0.98
MN996532_Bat_CoV_RaTG13	14587	14686	0.98
MN996532_Bat_CoV_RaTG13	14617	14716	0.99
MN996532_Bat_CoV_RaTG13	14647	14746	1.0
MN996532_Bat_CoV_RaTG13	14677	14776	1.0
MN996532_Bat_CoV_RaTG13	14707	14806	0.99
MN996532_Bat_CoV_RaTG13	14737	14836	0.99
MN996532_Bat_CoV_RaTG13	14767	14866	0.98
MN996532_Bat_CoV_RaTG13	14797	14896	0.99
MN996532_Bat_CoV_RaTG13	14827	14926	0.99
MN996532_Bat_CoV_RaTG13	14857	14956	1.0
MN996532_Bat_CoV_RaTG13	14887	14986	0.99
MN996532_Bat_CoV_RaTG13	14918	15017	0.97
MN996532_Bat_CoV_RaTG13	14948	15047	0.97
MN996532_Bat_CoV_RaTG13	14978	15077	0.97
MN996532_Bat_CoV_RaTG13	15008	15107	1.0
MN996532_Bat_CoV_RaTG13	15038	15137	1.0
MN996532_Bat_CoV_RaTG13	15068	15167	1.0
MN996532_Bat_CoV_RaTG13	15098	15197	1.0
MN996532_Bat_CoV_RaTG13	15128	15227	0.98
MN996532_Bat_CoV_RaTG13	15158	15257	0.97
MN996532_Bat_CoV_RaTG13	15188	15287	0.95
MN996532_Bat_CoV_RaTG13	15218	15317	0.95
MN996532_Bat_CoV_RaTG13	15248	15347	0.97
MN996532_Bat_CoV_RaTG13	15278	15377	0.97
MN996532_Bat_CoV_RaTG13	15308	15407	0.99
MN996532_Bat_CoV_RaTG13	15338	15437	0.99
MN996532_Bat_CoV_RaTG13	15368	15467	0.99
MN996532_Bat_CoV_RaTG13	15398	15497	1.0
MN996532_Bat_CoV_RaTG13	15428	15527	0.99
MN996532_Bat_CoV_RaTG13	15458	15557	0.98
MN996532_Bat_CoV_RaTG13	15488	15587	0.98
MN996532_Bat_CoV_RaTG13	15518	15617	0.96
MN996532_Bat_CoV_RaTG13	15548	15647	0.98
MN996532_Bat_CoV_RaTG13	15578	15677	0.98
MN996532_Bat_CoV_RaTG13	15608	15707	1.0
MN996532_Bat_CoV_RaTG13	15638	15737	0.98
MN996532_Bat_CoV_RaTG13	15668	15767	0.98
MN996532_Bat_CoV_RaTG13	15698	15797	0.97
MN996532_Bat_CoV_RaTG13	15728	15827	0.97
MN996532_Bat_CoV_RaTG13	15758	15857	0.97
MN996532_Bat_CoV_RaTG13	15788	15887	0.97
MN996532_Bat_CoV_RaTG13	15818	15917	1.0
MN996532_Bat_CoV_RaTG13	15848	15947	0.97
MN996532_Bat_CoV_RaTG13	15878	15977	0.95
MN996532_Bat_CoV_RaTG13	15908	16007	0.94
MN996532_Bat_CoV_RaTG13	15938	16037	0.95
MN996532_Bat_CoV_RaTG13	15968	16067	0.98
MN996532_Bat_CoV_RaTG13	15998	16097	0.97
MN996532_Bat_CoV_RaTG13	16028	16127	0.98
MN996532_Bat_CoV_RaTG13	16058	16157	0.97
MN996532_Bat_CoV_RaTG13	16088	16187	0.98
MN996532_Bat_CoV_RaTG13	16118	16217	0.99
MN996532_Bat_CoV_RaTG13	16148	16247	1.0
MN996532_Bat_CoV_RaTG13	16178	16277	1.0
MN996532_Bat_CoV_RaTG13	16208	16307	1.0
MN996532_Bat_CoV_RaTG13	16238	16337	0.98
MN996532_Bat_CoV_RaTG13	16268	16367	0.97
MN996532_Bat_CoV_RaTG13	16298	16397	0.97
MN996532_Bat_CoV_RaTG13	16328	16427	0.98
MN996532_Bat_CoV_RaTG13	16358	16457	1.0
MN996532_Bat_CoV_RaTG13	16388	16487	0.99
MN996532_Bat_CoV_RaTG13	16418	16517	0.99
MN996532_Bat_CoV_RaTG13	16448	16547	0.98
MN996532_Bat_CoV_RaTG13	16478	16577	0.96
MN996532_Bat_CoV_RaTG13	16508	16607	0.97
MN996532_Bat_CoV_RaTG13	16538	16637	0.97
MN996532_Bat_CoV_RaTG13	16568	16667	0.98
MN996532_Bat_CoV_RaTG13	16598	16697	0.98
MN996532_Bat_CoV_RaTG13	16628	16727	0.97
MN996532_Bat_CoV_RaTG13	16658	16757	0.98
MN996532_Bat_CoV_RaTG13	16688	16787	0.98
MN996532_Bat_CoV_RaTG13	16718	16817	0.99
MN996532_Bat_CoV_RaTG13	16748	16847	1.0
MN996532_Bat_CoV_RaTG13	16778	16877	0.99
MN996532_Bat_CoV_RaTG13	16808	16907	0.97
MN996532_Bat_CoV_RaTG13	16838	16937	0.97
MN996532_Bat_CoV_RaTG13	16868	16967	0.98
MN996532_Bat_CoV_RaTG13	16898	16997	0.99
MN996532_Bat_CoV_RaTG13	16928	17027	0.99
MN996532_Bat_CoV_RaTG13	16958	17057	0.99
MN996532_Bat_CoV_RaTG13	16988	17087	0.98
MN996532_Bat_CoV_RaTG13	17018	17117	0.99
MN996532_Bat_CoV_RaTG13	17048	17147	0.98
MN996532_Bat_CoV_RaTG13	17078	17177	0.97
MN996532_Bat_CoV_RaTG13	17108	17207	0.98
MN996532_Bat_CoV_RaTG13	17138	17237	0.99
MN996532_Bat_CoV_RaTG13	17168	17267	1.0
MN996532_Bat_CoV_RaTG13	17199	17298	1.0
MN996532_Bat_CoV_RaTG13	17229	17328	0.99
MN996532_Bat_CoV_RaTG13	17259	17358	0.98
MN996532_Bat_CoV_RaTG13	17289	17388	0.97
MN996532_Bat_CoV_RaTG13	17319	17418	0.97
MN996532_Bat_CoV_RaTG13	17349	17448	0.98
MN996532_Bat_CoV_RaTG13	17379	17478	0.98
MN996532_Bat_CoV_RaTG13	17409	17508	0.99
MN996532_Bat_CoV_RaTG13	17439	17538	0.98
MN996532_Bat_CoV_RaTG13	17469	17568	0.98
MN996532_Bat_CoV_RaTG13	17499	17598	0.98
MN996532_Bat_CoV_RaTG13	17529	17628	0.98
MN996532_Bat_CoV_RaTG13	17559	17658	0.99
MN996532_Bat_CoV_RaTG13	17589	17688	0.97
MN996532_Bat_CoV_RaTG13	17619	17718	0.97
MN996532_Bat_CoV_RaTG13	17649	17748	0.96
MN996532_Bat_CoV_RaTG13	17679	17778	0.95
MN996532_Bat_CoV_RaTG13	17709	17808	0.96
MN996532_Bat_CoV_RaTG13	17739	17838	0.97
MN996532_Bat_CoV_RaTG13	17769	17868	0.98
MN996532_Bat_CoV_RaTG13	17799	17898	0.98
MN996532_Bat_CoV_RaTG13	17829	17928	0.98
MN996532_Bat_CoV_RaTG13	17859	17958	0.98
MN996532_Bat_CoV_RaTG13	17889	17988	0.98
MN996532_Bat_CoV_RaTG13	17919	18018	0.98
MN996532_Bat_CoV_RaTG13	17949	18048	0.99
MN996532_Bat_CoV_RaTG13	17979	18078	0.97
MN996532_Bat_CoV_RaTG13	18009	18108	0.95
MN996532_Bat_CoV_RaTG13	18039	18138	0.96
MN996532_Bat_CoV_RaTG13	18069	18168	0.98
MN996532_Bat_CoV_RaTG13	18099	18198	0.98
MN996532_Bat_CoV_RaTG13	18129	18228	0.98
MN996532_Bat_CoV_RaTG13	18159	18258	0.96
MN996532_Bat_CoV_RaTG13	18189	18288	0.93
MN996532_Bat_CoV_RaTG13	18219	18318	0.92
MN996532_Bat_CoV_RaTG13	18249	18348	0.92
MN996532_Bat_CoV_RaTG13	18279	18378	0.96
MN996532_Bat_CoV_RaTG13	18309	18408	0.96
MN996532_Bat_CoV_RaTG13	18339	18438	0.96
MN996532_Bat_CoV_RaTG13	18369	18468	0.97
MN996532_Bat_CoV_RaTG13	18399	18498	0.95
MN996532_Bat_CoV_RaTG13	18429	18528	0.95
MN996532_Bat_CoV_RaTG13	18459	18558	0.94
MN996532_Bat_CoV_RaTG13	18489	18588	0.97
MN996532_Bat_CoV_RaTG13	18519	18618	0.96
MN996532_Bat_CoV_RaTG13	18549	18648	0.96
MN996532_Bat_CoV_RaTG13	18579	18678	0.95
MN996532_Bat_CoV_RaTG13	18609	18708	0.96
MN996532_Bat_CoV_RaTG13	18639	18738	0.98
MN996532_Bat_CoV_RaTG13	18669	18768	0.98
MN996532_Bat_CoV_RaTG13	18699	18798	0.99
MN996532_Bat_CoV_RaTG13	18729	18828	0.95
MN996532_Bat_CoV_RaTG13	18759	18858	0.96
MN996532_Bat_CoV_RaTG13	18789	18888	0.95
MN996532_Bat_CoV_RaTG13	18819	18918	0.97
MN996532_Bat_CoV_RaTG13	18849	18948	0.98
MN996532_Bat_CoV_RaTG13	18879	18978	0.99
MN996532_Bat_CoV_RaTG13	18909	19008	0.99
MN996532_Bat_CoV_RaTG13	18939	19038	0.98
MN996532_Bat_CoV_RaTG13	18969	19068	0.98
MN996532_Bat_CoV_RaTG13	18999	19098	0.97
MN996532_Bat_CoV_RaTG13	19029	19128	0.98
MN996532_Bat_CoV_RaTG13	19059	19158	0.99
MN996532_Bat_CoV_RaTG13	19089	19188	0.99
MN996532_Bat_CoV_RaTG13	19119	19218	1.0
MN996532_Bat_CoV_RaTG13	19149	19248	1.0
MN996532_Bat_CoV_RaTG13	19179	19278	1.0
MN996532_Bat_CoV_RaTG13	19209	19308	1.0
MN996532_Bat_CoV_RaTG13	19239	19338	1.0
MN996532_Bat_CoV_RaTG13	19269	19368	1.0
MN996532_Bat_CoV_RaTG13	19299	19398	1.0
MN996532_Bat_CoV_RaTG13	19329	19428	1.0
MN996532_Bat_CoV_RaTG13	19359	19458	0.98
MN996532_Bat_CoV_RaTG13	19389	19488	0.98
MN996532_Bat_CoV_RaTG13	19419	19518	0.98
MN996532_Bat_CoV_RaTG13	19449	19548	0.97
MN996532_Bat_CoV_RaTG13	19479	19578	0.98
MN996532_Bat_CoV_RaTG13	19510	19609	0.96
MN996532_Bat_CoV_RaTG13	19540	19639	0.98
MN996532_Bat_CoV_RaTG13	19570	19669	0.97
MN996532_Bat_CoV_RaTG13	19600	19699	0.97
MN996532_Bat_CoV_RaTG13	19630	19729	0.98
MN996532_Bat_CoV_RaTG13	19660	19759	0.97
MN996532_Bat_CoV_RaTG13	19690	19789	0.97
MN996532_Bat_CoV_RaTG13	19720	19819	0.96
MN996532_Bat_CoV_RaTG13	19750	19849	0.98
MN996532_Bat_CoV_RaTG13	19780	19879	0.97
MN996532_Bat_CoV_RaTG13	19810	19909	0.99
MN996532_Bat_CoV_RaTG13	19840	19939	0.99
MN996532_Bat_CoV_RaTG13	19870	19969	0.97
MN996532_Bat_CoV_RaTG13	19900	19999	0.97
MN996532_Bat_CoV_RaTG13	19930	20029	0.94
MN996532_Bat_CoV_RaTG13	19960	20059	0.94
MN996532_Bat_CoV_RaTG13	19990	20089	0.97
MN996532_Bat_CoV_RaTG13	20020	20119	0.98
MN996532_Bat_CoV_RaTG13	20050	20149	0.96
MN996532_Bat_CoV_RaTG13	20080	20179	0.93
MN996532_Bat_CoV_RaTG13	20110	20209	0.92
MN996532_Bat_CoV_RaTG13	20140	20239	0.92
MN996532_Bat_CoV_RaTG13	20170	20269	0.94
MN996532_Bat_CoV_RaTG13	20200	20299	0.95
MN996532_Bat_CoV_RaTG13	20230	20329	0.97
MN996532_Bat_CoV_RaTG13	20260	20359	0.96
MN996532_Bat_CoV_RaTG13	20290	20389	0.96
MN996532_Bat_CoV_RaTG13	20320	20419	0.96
MN996532_Bat_CoV_RaTG13	20350	20449	0.98
MN996532_Bat_CoV_RaTG13	20380	20479	0.96
MN996532_Bat_CoV_RaTG13	20410	20509	0.98
MN996532_Bat_CoV_RaTG13	20440	20539	0.98
MN996532_Bat_CoV_RaTG13	20470	20569	0.98
MN996532_Bat_CoV_RaTG13	20500	20599	0.96
MN996532_Bat_CoV_RaTG13	20530	20629	0.95
MN996532_Bat_CoV_RaTG13	20560	20659	0.96
MN996532_Bat_CoV_RaTG13	20590	20689	0.98
MN996532_Bat_CoV_RaTG13	20620	20719	0.96
MN996532_Bat_CoV_RaTG13	20650	20749	0.97
MN996532_Bat_CoV_RaTG13	20680	20779	0.97
MN996532_Bat_CoV_RaTG13	20710	20809	0.98
MN996532_Bat_CoV_RaTG13	20740	20839	0.95
MN996532_Bat_CoV_RaTG13	20770	20869	0.94
MN996532_Bat_CoV_RaTG13	20800	20899	0.93
MN996532_Bat_CoV_RaTG13	20830	20929	0.97
MN996532_Bat_CoV_RaTG13	20860	20959	0.97
MN996532_Bat_CoV_RaTG13	20890	20989	0.97
MN996532_Bat_CoV_RaTG13	20920	21019	0.98
MN996532_Bat_CoV_RaTG13	20950	21049	1.0
MN996532_Bat_CoV_RaTG13	20980	21079	0.99
MN996532_Bat_CoV_RaTG13	21010	21109	0.96
MN996532_Bat_CoV_RaTG13	21040	21139	0.95
MN996532_Bat_CoV_RaTG13	21070	21169	0.93
MN996532_Bat_CoV_RaTG13	21100	21199	0.93
MN996532_Bat_CoV_RaTG13	21130	21229	0.93
MN996532_Bat_CoV_RaTG13	21160	21259	0.91
MN996532_Bat_CoV_RaTG13	21190	21289	0.91
MN996532_Bat_CoV_RaTG13	21220	21319	0.9
MN996532_Bat_CoV_RaTG13	21250	21349	0.93
MN996532_Bat_CoV_RaTG13	21280	21379	0.94
MN996532_Bat_CoV_RaTG13	21310	21409	0.97
MN996532_Bat_CoV_RaTG13	21340	21439	0.97
MN996532_Bat_CoV_RaTG13	21370	21469	0.97
MN996532_Bat_CoV_RaTG13	21400	21499	0.97
MN996532_Bat_CoV_RaTG13	21430	21529	0.97
MN996532_Bat_CoV_RaTG13	21460	21559	0.99
MN996532_Bat_CoV_RaTG13	21490	21589	0.98
MN996532_Bat_CoV_RaTG13	21520	21619	0.97
MN996532_Bat_CoV_RaTG13	21550	21649	0.93
MN996532_Bat_CoV_RaTG13	21580	21679	0.89
MN996532_Bat_CoV_RaTG13	21610	21709	0.89
MN996532_Bat_CoV_RaTG13	21640	21739	0.89
MN996532_Bat_CoV_RaTG13	21670	21769	0.92
MN996532_Bat_CoV_RaTG13	21700	21799	0.9
MN996532_Bat_CoV_RaTG13	21730	21829	0.87
MN996532_Bat_CoV_RaTG13	21760	21859	0.88
MN996532_Bat_CoV_RaTG13	21791	21890	0.89
MN996532_Bat_CoV_RaTG13	21821	21920	0.93
MN996532_Bat_CoV_RaTG13	21851	21950	0.96
MN996532_Bat_CoV_RaTG13	21881	21980	0.98
MN996532_Bat_CoV_RaTG13	21911	22010	1.0
MN996532_Bat_CoV_RaTG13	21941	22040	1.0
MN996532_Bat_CoV_RaTG13	21971	22070	0.98
MN996532_Bat_CoV_RaTG13	22001	22100	0.98
MN996532_Bat_CoV_RaTG13	22031	22130	0.98
MN996532_Bat_CoV_RaTG13	22061	22160	0.98
MN996532_Bat_CoV_RaTG13	22091	22190	0.96
MN996532_Bat_CoV_RaTG13	22121	22220	0.92
MN996532_Bat_CoV_RaTG13	22151	22250	0.91
MN996532_Bat_CoV_RaTG13	22181	22280	0.93
MN996532_Bat_CoV_RaTG13	22211	22310	0.94
MN996532_Bat_CoV_RaTG13	22241	22340	0.98
MN996532_Bat_CoV_RaTG13	22271	22370	0.99
MN996532_Bat_CoV_RaTG13	22301	22400	0.97
MN996532_Bat_CoV_RaTG13	22331	22430	0.97
MN996532_Bat_CoV_RaTG13	22361	22460	0.96
MN996532_Bat_CoV_RaTG13	22391	22490	0.95
MN996532_Bat_CoV_RaTG13	22421	22520	0.95
MN996532_Bat_CoV_RaTG13	22451	22550	0.94
MN996532_Bat_CoV_RaTG13	22481	22580	0.92
MN996532_Bat_CoV_RaTG13	22511	22610	0.92
MN996532_Bat_CoV_RaTG13	22541	22640	0.91
MN996532_Bat_CoV_RaTG13	22571	22670	0.94
MN996532_Bat_CoV_RaTG13	22601	22700	0.9
MN996532_Bat_CoV_RaTG13	22631	22730	0.93
MN996532_Bat_CoV_RaTG13	22661	22760	0.93
MN996532_Bat_CoV_RaTG13	22691	22790	0.95
MN996532_Bat_CoV_RaTG13	22721	22820	0.93
MN996532_Bat_CoV_RaTG13	22751	22850	0.91
MN996532_Bat_CoV_RaTG13	22781	22880	0.89
MN996532_Bat_CoV_RaTG13	22811	22910	0.84
MN996532_Bat_CoV_RaTG13	22841	22940	0.76
MN996532_Bat_CoV_RaTG13	22871	22970	0.75
MN996532_Bat_CoV_RaTG13	22901	23000	0.78
MN996532_Bat_CoV_RaTG13	22931	23030	0.78
MN996532_Bat_CoV_RaTG13	22961	23060	0.7
MN996532_Bat_CoV_RaTG13	22991	23090	0.71
MN996532_Bat_CoV_RaTG13	23021	23120	0.79
MN996532_Bat_CoV_RaTG13	23051	23150	0.89
MN996532_Bat_CoV_RaTG13	23081	23180	0.93
MN996532_Bat_CoV_RaTG13	23111	23210	0.94
MN996532_Bat_CoV_RaTG13	23141	23240	0.91
MN996532_Bat_CoV_RaTG13	23171	23270	0.92
MN996532_Bat_CoV_RaTG13	23201	23300	0.91
MN996532_Bat_CoV_RaTG13	23231	23330	0.96
MN996532_Bat_CoV_RaTG13	23261	23360	0.98
MN996532_Bat_CoV_RaTG13	23291	23390	0.97
MN996532_Bat_CoV_RaTG13	23321	23420	0.97
MN996532_Bat_CoV_RaTG13	23351	23450	0.95
MN996532_Bat_CoV_RaTG13	23381	23480	0.95
MN996532_Bat_CoV_RaTG13	23411	23510	0.94
MN996532_Bat_CoV_RaTG13	23441	23540	0.93
MN996532_Bat_CoV_RaTG13	23471	23570	0.94
MN996532_Bat_CoV_RaTG13	23501	23600	0.93
MN996532_Bat_CoV_RaTG13	23531	23630	0.8
MN996532_Bat_CoV_RaTG13	23561	23660	0.81
MN996532_Bat_CoV_RaTG13	23591	23690	0.82
MN996532_Bat_CoV_RaTG13	23621	23720	0.94
MN996532_Bat_CoV_RaTG13	23651	23750	0.95
MN996532_Bat_CoV_RaTG13	23681	23780	0.92
MN996532_Bat_CoV_RaTG13	23711	23810	0.92
MN996532_Bat_CoV_RaTG13	23741	23840	0.92
MN996532_Bat_CoV_RaTG13	23771	23870	0.93
MN996532_Bat_CoV_RaTG13	23801	23900	0.92
MN996532_Bat_CoV_RaTG13	23831	23930	0.91
MN996532_Bat_CoV_RaTG13	23861	23960	0.93
MN996532_Bat_CoV_RaTG13	23891	23990	0.93
MN996532_Bat_CoV_RaTG13	23921	24020	0.96
MN996532_Bat_CoV_RaTG13	23951	24050	0.95
MN996532_Bat_CoV_RaTG13	23981	24080	0.96
MN996532_Bat_CoV_RaTG13	24011	24110	0.93
MN996532_Bat_CoV_RaTG13	24041	24140	0.93
MN996532_Bat_CoV_RaTG13	24071	24170	0.93
MN996532_Bat_CoV_RaTG13	24102	24201	0.9
MN996532_Bat_CoV_RaTG13	24132	24231	0.95
MN996532_Bat_CoV_RaTG13	24162	24261	0.94
MN996532_Bat_CoV_RaTG13	24192	24291	0.95
MN996532_Bat_CoV_RaTG13	24222	24321	0.97
MN996532_Bat_CoV_RaTG13	24252	24351	0.98
MN996532_Bat_CoV_RaTG13	24282	24381	0.99
MN996532_Bat_CoV_RaTG13	24312	24411	0.98
MN996532_Bat_CoV_RaTG13	24342	24441	0.98
MN996532_Bat_CoV_RaTG13	24372	24471	0.98
MN996532_Bat_CoV_RaTG13	24402	24501	0.94
MN996532_Bat_CoV_RaTG13	24432	24531	0.94
MN996532_Bat_CoV_RaTG13	24462	24561	0.92
MN996532_Bat_CoV_RaTG13	24492	24591	0.96
MN996532_Bat_CoV_RaTG13	24522	24621	0.97
MN996532_Bat_CoV_RaTG13	24552	24651	0.98
MN996532_Bat_CoV_RaTG13	24582	24681	0.98
MN996532_Bat_CoV_RaTG13	24612	24711	0.97
MN996532_Bat_CoV_RaTG13	24642	24741	0.97
MN996532_Bat_CoV_RaTG13	24672	24771	0.97
MN996532_Bat_CoV_RaTG13	24702	24801	0.98
MN996532_Bat_CoV_RaTG13	24732	24831	0.99
MN996532_Bat_CoV_RaTG13	24762	24861	0.97
MN996532_Bat_CoV_RaTG13	24792	24891	0.96
MN996532_Bat_CoV_RaTG13	24822	24921	0.94
MN996532_Bat_CoV_RaTG13	24852	24951	0.95
MN996532_Bat_CoV_RaTG13	24882	24981	0.96
MN996532_Bat_CoV_RaTG13	24912	25011	0.94
MN996532_Bat_CoV_RaTG13	24942	25041	0.93
MN996532_Bat_CoV_RaTG13	24972	25071	0.9
MN996532_Bat_CoV_RaTG13	25002	25101	0.92
MN996532_Bat_CoV_RaTG13	25032	25131	0.93
MN996532_Bat_CoV_RaTG13	25062	25161	0.94
MN996532_Bat_CoV_RaTG13	25092	25191	0.94
MN996532_Bat_CoV_RaTG13	25122	25221	0.97
MN996532_Bat_CoV_RaTG13	25152	25251	0.98
MN996532_Bat_CoV_RaTG13	25182	25281	0.96
MN996532_Bat_CoV_RaTG13	25212	25311	0.96
MN996532_Bat_CoV_RaTG13	25242	25341	0.94
MN996532_Bat_CoV_RaTG13	25272	25371	0.97
MN996532_Bat_CoV_RaTG13	25302	25401	0.98
MN996532_Bat_CoV_RaTG13	25332	25431	0.98
MN996532_Bat_CoV_RaTG13	25362	25461	0.96
MN996532_Bat_CoV_RaTG13	25392	25491	0.95
MN996532_Bat_CoV_RaTG13	25422	25521	0.97
MN996532_Bat_CoV_RaTG13	25452	25551	0.97
MN996532_Bat_CoV_RaTG13	25482	25581	0.97
MN996532_Bat_CoV_RaTG13	25512	25611	0.96
MN996532_Bat_CoV_RaTG13	25542	25641	0.93
MN996532_Bat_CoV_RaTG13	25572	25671	0.92
MN996532_Bat_CoV_RaTG13	25602	25701	0.93
MN996532_Bat_CoV_RaTG13	25632	25731	0.91
MN996532_Bat_CoV_RaTG13	25662	25761	0.93
MN996532_Bat_CoV_RaTG13	25692	25791	0.94
MN996532_Bat_CoV_RaTG13	25722	25821	0.98
MN996532_Bat_CoV_RaTG13	25752	25851	0.95
MN996532_Bat_CoV_RaTG13	25782	25881	0.94
MN996532_Bat_CoV_RaTG13	25812	25911	0.94
MN996532_Bat_CoV_RaTG13	25842	25941	0.99
MN996532_Bat_CoV_RaTG13	25872	25971	1.0
MN996532_Bat_CoV_RaTG13	25902	26001	0.99
MN996532_Bat_CoV_RaTG13	25932	26031	0.98
MN996532_Bat_CoV_RaTG13	25962	26061	0.97
MN996532_Bat_CoV_RaTG13	25992	26091	0.98
MN996532_Bat_CoV_RaTG13	26022	26121	0.98
MN996532_Bat_CoV_RaTG13	26052	26151	0.99
MN996532_Bat_CoV_RaTG13	26082	26181	0.99
MN996532_Bat_CoV_RaTG13	26112	26211	0.99
MN996532_Bat_CoV_RaTG13	26142	26241	0.99
MN996532_Bat_CoV_RaTG13	26172	26271	1.0
MN996532_Bat_CoV_RaTG13	26202	26301	1.0
MN996532_Bat_CoV_RaTG13	26232	26331	0.99
MN996532_Bat_CoV_RaTG13	26262	26361	0.99
MN996532_Bat_CoV_RaTG13	26292	26391	0.99
MN996532_Bat_CoV_RaTG13	26322	26421	0.99
MN996532_Bat_CoV_RaTG13	26352	26451	1.0
MN996532_Bat_CoV_RaTG13	26383	26482	1.0
MN996532_Bat_CoV_RaTG13	26413	26512	1.0
MN996532_Bat_CoV_RaTG13	26443	26542	0.97
MN996532_Bat_CoV_RaTG13	26473	26572	0.96
MN996532_Bat_CoV_RaTG13	26503	26602	0.93
MN996532_Bat_CoV_RaTG13	26533	26632	0.93
MN996532_Bat_CoV_RaTG13	26563	26662	0.96
MN996532_Bat_CoV_RaTG13	26593	26692	0.97
MN996532_Bat_CoV_RaTG13	26623	26722	0.96
MN996532_Bat_CoV_RaTG13	26653	26752	0.96
MN996532_Bat_CoV_RaTG13	26683	26782	0.93
MN996532_Bat_CoV_RaTG13	26713	26812	0.95
MN996532_Bat_CoV_RaTG13	26743	26842	0.93
MN996532_Bat_CoV_RaTG13	26773	26872	0.96
MN996532_Bat_CoV_RaTG13	26803	26902	0.95
MN996532_Bat_CoV_RaTG13	26833	26932	0.95
MN996532_Bat_CoV_RaTG13	26863	26962	0.94
MN996532_Bat_CoV_RaTG13	26893	26992	0.96
MN996532_Bat_CoV_RaTG13	26923	27022	0.96
MN996532_Bat_CoV_RaTG13	26953	27052	0.99
MN996532_Bat_CoV_RaTG13	26983	27082	0.98
MN996532_Bat_CoV_RaTG13	27013	27112	0.97
MN996532_Bat_CoV_RaTG13	27043	27142	0.96
MN996532_Bat_CoV_RaTG13	27073	27172	0.96
MN996532_Bat_CoV_RaTG13	27103	27202	0.98
MN996532_Bat_CoV_RaTG13	27133	27232	0.99
MN996532_Bat_CoV_RaTG13	27163	27262	1.0
MN996532_Bat_CoV_RaTG13	27193	27292	0.98
MN996532_Bat_CoV_RaTG13	27223	27322	0.97
MN996532_Bat_CoV_RaTG13	27253	27352	0.97
MN996532_Bat_CoV_RaTG13	27283	27382	0.98
MN996532_Bat_CoV_RaTG13	27313	27412	0.99
MN996532_Bat_CoV_RaTG13	27343	27442	0.96
MN996532_Bat_CoV_RaTG13	27373	27472	0.96
MN996532_Bat_CoV_RaTG13	27403	27502	0.96
MN996532_Bat_CoV_RaTG13	27433	27532	0.95
MN996532_Bat_CoV_RaTG13	27463	27562	0.94
MN996532_Bat_CoV_RaTG13	27493	27592	0.95
MN996532_Bat_CoV_RaTG13	27523	27622	0.97
MN996532_Bat_CoV_RaTG13	27553	27652	0.98
MN996532_Bat_CoV_RaTG13	27583	27682	0.98
MN996532_Bat_CoV_RaTG13	27613	27712	0.95
MN996532_Bat_CoV_RaTG13	27643	27742	0.95
MN996532_Bat_CoV_RaTG13	27673	27772	0.94
MN996532_Bat_CoV_RaTG13	27703	27802	0.96
MN996532_Bat_CoV_RaTG13	27733	27832	0.98
MN996532_Bat_CoV_RaTG13	27763	27862	1.0
MN996532_Bat_CoV_RaTG13	27793	27892	1.0
MN996532_Bat_CoV_RaTG13	27823	27922	0.98
MN996532_Bat_CoV_RaTG13	27853	27952	0.96
MN996532_Bat_CoV_RaTG13	27883	27982	0.94
MN996532_Bat_CoV_RaTG13	27913	28012	0.95
MN996532_Bat_CoV_RaTG13	27943	28042	0.97
MN996532_Bat_CoV_RaTG13	27973	28072	0.98
MN996532_Bat_CoV_RaTG13	28003	28102	0.98
MN996532_Bat_CoV_RaTG13	28033	28132	0.98
MN996532_Bat_CoV_RaTG13	28063	28162	0.97
MN996532_Bat_CoV_RaTG13	28093	28192	0.97
MN996532_Bat_CoV_RaTG13	28123	28222	0.97
MN996532_Bat_CoV_RaTG13	28153	28252	0.99
MN996532_Bat_CoV_RaTG13	28183	28282	1.0
MN996532_Bat_CoV_RaTG13	28213	28312	0.98
MN996532_Bat_CoV_RaTG13	28243	28342	0.98
MN996532_Bat_CoV_RaTG13	28273	28372	0.98
MN996532_Bat_CoV_RaTG13	28303	28402	0.96
MN996532_Bat_CoV_RaTG13	28333	28432	0.96
MN996532_Bat_CoV_RaTG13	28363	28462	0.96
MN996532_Bat_CoV_RaTG13	28393	28492	0.98
MN996532_Bat_CoV_RaTG13	28423	28522	0.98
MN996532_Bat_CoV_RaTG13	28453	28552	0.98
MN996532_Bat_CoV_RaTG13	28483	28582	0.98
MN996532_Bat_CoV_RaTG13	28513	28612	0.98
MN996532_Bat_CoV_RaTG13	28543	28642	0.98
MN996532_Bat_CoV_RaTG13	28573	28672	0.98
MN996532_Bat_CoV_RaTG13	28603	28702	0.99
MN996532_Bat_CoV_RaTG13	28633	28732	1.0
MN996532_Bat_CoV_RaTG13	28664	28763	1.0
MN996532_Bat_CoV_RaTG13	28694	28793	1.0
MN996532_Bat_CoV_RaTG13	28724	28823	0.98
MN996532_Bat_CoV_RaTG13	28754	28853	0.96
MN996532_Bat_CoV_RaTG13	28784	28883	0.95
MN996532_Bat_CoV_RaTG13	28814	28913	0.94
MN996532_Bat_CoV_RaTG13	28844	28943	0.96
MN996532_Bat_CoV_RaTG13	28874	28973	0.97
MN996532_Bat_CoV_RaTG13	28904	29003	0.97
