strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
Senegal/SN-MBO-201670/2020	EPI_ISL_1167146		Iressef Genomics lab	L'institut de Recherche en Santé, de Surveillance Épidémiologique et de Formation (IRESSEF)	Souleymane MBOUP et al
Australia/VIC15/2020	EPI_ISL_419735		Victorian Infectious Diseases Reference Laboratory (VIDRL)	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Caly L. et al B
Pakistan/Gilgit1/2020	EPI_ISL_417444	MT240479.1	Department of Healthcare Biotechnology, National University of Sciences and Technology (NUST)	Department of Healthcare Biotechnology, National University of Sciences and Technology (NUST)	Javed et al (http://biorxiv.org/lookup/doi/10.1101/2020.04.01.019463)
Iran/KHGRC-1.1-IPI-8206/2020	EPI_ISL_442523	MT320891.2	Pasteur Institute of Iran	Kawsar Human Genetic Research Company	Sirous Zeinali et al
Iraq/BAS-2/2020	EPI_ISL_907075	MW546610.1	Department of Biology, University of Basrah	Department of Biology, University of Basrah	Abu-Ali et al
SriLanka/CDR142/2020	EPI_ISL_525474		Centre for Dengue Research	Centre for Dengue Research, USJ, SL	Chandima Jeewandara et al A
Iran/Tehran-09/2020	EPI_ISL_862077		National Influenza Center, Virology Department	National Influenza Center	J Yavarian et al
Taiwan/CGMH-CGU-08/2020	EPI_ISL_417521	MT374104.1	Laboratory Medicine	Department of Laboratory Medicine, Lin-Kou Chang Gung Memorial Hospital, Taoyuan, Taiwan	Kuo-Chien Tsao et al A (https://dx.doi.org/10.1080/22221751.2020.1782271)
Taiwan/TSGH-26/2020	EPI_ISL_447252		TSGH-CP molecular lab	TSGH-CP molecular lab	Cherng-Lih Perng et al
USA/NY1-PV08001/2020	EPI_ISL_414476		MSHS Clinical Microbiology Laboratories	MSHS Pathogen Surveillance Program	Gopi Patel et al (https://dx.doi.org/10.1101/2020.04.08.20056929)
Tunisia/7899/2020	EPI_ISL_763067		1-Laboratory of Microbiology, National Reference Lab, Charles Nicolle Hospital; 2-University of Tunis ElManar, Faculty of Medicine of Tunis, LR99ES09, Tunis, Tunisia	1-Clinical and Experimental Pharmacology Lab, LR16SP02, National Center of Pharmacovigilance, University of Tunis El Manar, Tunis, Tunisia. 2-Neurodegenerative diseases and psychiatric troubles, LR18SP03, Razi Hospital, University of Tunis El Manar, Tunis, Tunisia. 3- Ministry of Health, National Observatory of New and Emerging Diseases, 1006, Tunis, Tunisia	Ilhem Boutiba-Ben Boubaker et al
Bahrain/BAH-10/2020	EPI_ISL_483551		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Lebanon/S5_762/2020	EPI_ISL_450512		Rafik Hariri University Hospital	Rafik Hariri University Hospital	Rita Feghali et al
Australia/NSW597/2020	EPI_ISL_478709		South Eastern Area Laboratory Services (SEALS)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Iran/Q111/2020	EPI_ISL_637102		Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav et al
Australia/NSW09/2020	EPI_ISL_413595		Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Rockett R et al (https://www.nature.com/articles/s41591-020-1000-7)
Oman/RESP-20-837/2020	EPI_ISL_457704		Oman-NIC	Oman-NIC	Samira Al-Maruqi et al
Kuwait/KU18/2020	EPI_ISL_416543		Dasman Diabetes Institute	Dasman Diabetes Institute	Fahd Al-Mulla et al
Georgia/Tb-82/2020	EPI_ISL_415644		R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Nato Kotaria et al
Georgia/MM202082/2020	EPI_ISL_2896261	MT231248.1	Department of Virology, Molecular Biology and Genome Research	Department of Virology, Molecular Biology and Genome Research	Kotorashvili et al
Kenya/S052/2020	EPI_ISL_457932		KEMRI-Centre for Virus Research	KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	Githinji G. et al 2020 et al (https://virological.org/t/introduction-and-local-transmission-of-sars-cov-2-cases-in-kenya/497)
Kenya/S109/2020	EPI_ISL_457933		KEMRI-Centre for Virus Research	KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	Githinji G. et al 2020 et al (https://virological.org/t/introduction-and-local-transmission-of-sars-cov-2-cases-in-kenya/497)
Uganda/UG047/2020	EPI_ISL_737935		Uganda Central Public Health Lab and Uganda Virus Research Institute	MRC/UVRI & LSHTM Uganda Research Unit	Matthew Cotten et al
Kuwait/KU12/2020	EPI_ISL_416458		Virology laboratory Ministry of Health Kuwait sequenced at Dasman Diabetes Institute	Dasman Diabetes Institute	Fahd Al-Mulla et al
Canada/ON_SHSC-01/2020	EPI_ISL_450747		Sunnybrook Health Sciences Centre	Department of Laboratory Medicine and Molecular Diagnostics, Sunnybrook Health Sciences Centre	Jalees A. Nasir et al
Norway/1380/2020	EPI_ISL_417484		Oslo University Hospital, Department of Medical Microbiology	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Oman/RESP-20-797/2020	EPI_ISL_457701		Oman-NIC	Oman-NIC	Samira Al-Maruqi et al
Iran/GRC-43/2020	EPI_ISL_596453		Booali laboratory, Qom, Iran. Department of Virology, School of Public Health, Tehran University of Medical Sciences, Tehran, Iran.	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Lebanon/S9_764/2020	EPI_ISL_450515		Rafik Hariri University Hospital	Rafik Hariri University Hospital	Rita Feghali et al
Iran/Tehran-08/2020	EPI_ISL_862078		National Influenza Center, Virology Department	National Influenza Center	A Nejati et al
Australia/NSW06/2020	EPI_ISL_413213		Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Eden J-S et al (https://www.nature.com/articles/s41591-020-1000-7)
Kazakhstan/26501/2020	EPI_ISL_454510		RSE "National Center for Biotechnology"	RSE "National Center for Biotechnology"	Alexandr Shevtsov et al
Iran/GRC-22/2020	EPI_ISL_2693673		Department of Virology, School of Medicine, Ahvaz Jundishapur University of Medical Sciences, Ahvaz, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/Gorgan-NIC140/2020	EPI_ISL_959283		National Influenza Center, Virology Department	National Influenza Center	NZ Shafiei Jandaghi et al
Iran/Gorgan-NIC118/2020	EPI_ISL_959276		National Influenza Center, Virology Department	National Influenza Center	NZ Shafiei Jandaghi et al
NewZealand/20VR3064/2020	EPI_ISL_456403	MZ332399.1	Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
Iran/Gorgan-NIC028/2020	EPI_ISL_959280		National Influenza Center, Virology Department	National Influenza Center	J Yavarian et al
Sweden/20-04851/2020	EPI_ISL_475546		Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Oskar Karlsson Lindsjo et al
Sweden/20-04852/2020	EPI_ISL_475547		Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Oskar Karlsson Lindsjo et al
Thailand/CU-SI2011588-NT/2020	EPI_ISL_937535		Thai Red Cross Emerging Infectious Diseases Health Science Centre, Chulalongkorn Hospital, Faculty of Medicine, Chulalongkorn University	Thai Red Cross Emerging Infectious Diseases Center and Faculty of Medicine, Chulalongkorn University	Opass Putcharoen et al
Iran/GRC-32/2020	EPI_ISL_2693674		Department of Virology, School of Medicine, Ahvaz Jundishapur University of Medical Sciences, Ahvaz, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/Gorgan-NIC992/2020	EPI_ISL_959275		National Influenza Center, Virology Department	National Influenza Center	V Salimi et al
Iran/GRC-5/2020	EPI_ISL_2694195		Virology Centre, School of public health, Tehran University of Medical Sciences, Tehran, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/12624/2020	EPI_ISL_2537485	MZ359830.1	Human Genetic Research Center, Kawsar Biotech Company	Human Genetic Research Center, Kawsar Biotech Company	Azadmanesh et al
Sweden/20-04736/2020	EPI_ISL_475544		Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Oskar Karlsson Lindsjo et al
Georgia/MM001523/2020	EPI_ISL_2896266	MT291843.1	Department of Virology, Molecular Biology and Genome Research	Department of Virology, Molecular Biology and Genome Research	Murtskhvaladze et al
HongKong/HKU-903a/2020	EPI_ISL_434565	MT114414.1		Microbiology, The University of Hong Kong	To et al
USA/CA-UCLA-260/2020	EPI_ISL_537558		UCLA Pathology Clinical Microbiology Lab	Kruglyak Lab	Guo et al.
NewZealand/20VR0174/2020	EPI_ISL_413490	MZ331872.1	Auckland Hospital	Institute of Environmental Science and Research (ESR)	Matt Storey et al B (https://dx.doi.org/10.1101/2020.03.15.992818)
Iran/1600/2020	EPI_ISL_582033		Department of Pathology, School of Medicine, Imam Khomeini Hospital, Tehran University of Medical Sciences	Genetics Research Center. University Of Social Welfare And Rehabilitation Sciences	Zohreh Fattahi et al
Georgia/Tb-7851/2020	EPI_ISL_477169	MT786438.1	Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Tata Imnadze et al
Iran/1325/2020	EPI_ISL_594186		Department of Pathology, School of Medicine, Imam Khomeini Hospital, Tehran University of Medical Sciences	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Australia/VIC1314/2020	EPI_ISL_430681		Microbiological Diagnostic Unit Public Health Laboratory	Microbiological Diagnostic Unit Public Health Laboratory	Seemann T. et al A
Australia/VIC1302/2020	EPI_ISL_430680		Microbiological Diagnostic Unit Public Health Laboratory	Microbiological Diagnostic Unit Public Health Laboratory	Seemann T. et al A
Australia/VIC1401/2020	EPI_ISL_563925		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly et al
Australia/VIC1114/2020	EPI_ISL_430576	MT451753.1	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, The Peter Doherty Institute for Infection and Immunity	Caly L. et al A (https://dx.doi.org/10.1101/2020.05.12.20099929)
Iran/Cento-37431805/2020	EPI_ISL_815256		Centogene	Centogene	Peter Bauer et al
Iran/GRC-10074/2020	EPI_ISL_2692953		Pars Hospital Laboratory, Rasht, Iran.	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/GRC-10582/2020	EPI_ISL_596451		Department of Pathology, School of Medicine, Imam Khomeini Hospital, Tehran University of Medical Sciences	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/2297/2020	EPI_ISL_594185		Department of Pathology, School of Medicine, Imam Khomeini Hospital, Tehran University of Medical Sciences	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/GRC-4488/2020	EPI_ISL_2692885		Pars Hospital Laboratory, Rasht, Iran.	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Australia/NSW05/2020	EPI_ISL_412975		Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Eden J-S et al (https://www.nature.com/articles/s41591-020-1000-7)
Iran/GRC-8/2020	EPI_ISL_2694589		Virology Centre, School of public health, Tehran University of Medical Sciences, Tehran, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/GRC-2287/2020	EPI_ISL_2691710		Department of pathology, school of medicine, Imam Hospital complex, Tehran university of medical sciences, Tehran, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/GRC-11/2020	EPI_ISL_2694592		Virology Centre, School of public health, Tehran University of Medical Sciences, Tehran, Iran	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Iran/7650/2020	EPI_ISL_594188		Department of Pathology, School of Medicine, Imam Khomeini Hospital, Tehran University of Medical Sciences	Genetics Research Center, University of Social Welfare and Rehabilitation Sciences	Zohreh Fattahi et al
Australia/NSW07/2020	EPI_ISL_413214		Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Eden J-S et al (https://www.nature.com/articles/s41591-020-1000-7)
Australia/QLD09/2020	EPI_ISL_414414		Pathology Queensland	Public Health Virology Laboratory	Bixing Huang et al
Australia/NSW2234/2020	EPI_ISL_509513		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Rawlinson et al
Bahrain/BAH-15/2020	EPI_ISL_483556		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Bahrain/BAH-26/2020	EPI_ISL_483640		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Bahrain/BAH-16/2020	EPI_ISL_483557		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Bahrain/BAH-18/2020	EPI_ISL_483559		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Bahrain/BAH-19/2020	EPI_ISL_483560		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Bahrain/BAH-05/2020	EPI_ISL_483546		Kingdom of Bahrein Ministry of Health	Erasmus Medical Center	Bas Oude Munnink et al
Singapore/3Clin/2020	EPI_ISL_418994		National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Mak TM et al
Japan/FHU-CS56-0224/2020	EPI_ISL_728207		Fujita Health University Okazaki Medical Center	Fujita health University, Department of Microbiology	Takayuki Murata et al
HongKong/HKU-908b/2020	EPI_ISL_434570	MT114419.1		Microbiology	To et al
Australia/NT05/2020	EPI_ISL_419835		Royal Darwin Hospital	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Meumann et al
Japan/DP0290/2020	EPI_ISL_416591	LC570989.1	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al D (https://dx.doi.org/10.1101/2020.03.23.20041970)
Japan/DP0319/2020	EPI_ISL_416594	LC570992.1	Japanese Quarantine Stations	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al D (https://dx.doi.org/10.1101/2020.03.23.20041970)
Australia/NT04/2020	EPI_ISL_419833		Royal Darwin Hospital	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Meumann et al
Australia/NT01/2020	EPI_ISL_419831		Royal Darwin Hospital	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Meumann et al
Australia/SA0097/2020	EPI_ISL_468039		SA Pathology	SA Pathology	Lex Leong et al
Australia/WA34/2020	EPI_ISL_470851		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA	Chisha Sikazwe et al
Australia/NT02/2020	EPI_ISL_419832		Royal Darwin Hospital	Victorian Infectious Diseases Reference Laboratory and Microbiological Diagnostic Unit Public Health Laboratory, Doherty Institute	Meumann et al
